ticker,as_of,period_type,metric,ref_period,value
ENTG,2026-08-15,estimate,revEstLow,FY2026-12-31,3528220000.0
ENTG,2026-08-15,estimate,revEstHigh,FY2026-12-31,3605366520.0
ENTG,2026-08-15,estimate,revEstAnalysts,FY2026-12-31,11.0
ENTG,2026-08-15,estimate,revEstGrowth,FY2026-12-31,0.117
ENTG,2026-08-15,estimate,revEstAvg,FY2027-12-31,4022822810.0
ENTG,2026-08-15,estimate,revEstLow,FY2027-12-31,3866030000.0
ENTG,2026-08-15,estimate,revEstHigh,FY2027-12-31,4206620490.0
ENTG,2026-08-15,estimate,revEstAnalysts,FY2027-12-31,11.0
ENTG,2026-08-15,estimate,revEstGrowth,FY2027-12-31,0.1267
ENTG,2026-08-15,estimate,epsRevUp7,FQ2026-09-30,1.0
ENTG,2026-08-15,estimate,epsRevUp30,FQ2026-09-30,2.0
ENTG,2026-08-15,estimate,epsRevDown7,FQ2026-09-30,0.0
ENTG,2026-08-15,estimate,epsRevDown30,FQ2026-09-30,0.0
ENTG,2026-08-15,estimate,epsRevUp7,FQ2026-12-31,1.0
ENTG,2026-08-15,estimate,epsRevUp30,FQ2026-12-31,2.0
ENTG,2026-08-15,estimate,epsRevDown7,FQ2026-12-31,0.0
ENTG,2026-08-15,estimate,epsRevDown30,FQ2026-12-31,0.0
ENTG,2026-08-15,estimate,epsRevUp7,FY2026-12-31,1.0
ENTG,2026-08-15,estimate,epsRevUp30,FY2026-12-31,2.0
ENTG,2026-08-15,estimate,epsRevDown7,FY2026-12-31,0.0
ENTG,2026-08-15,estimate,epsRevDown30,FY2026-12-31,0.0
ENTG,2026-08-15,estimate,epsRevUp7,FY2027-12-31,1.0
ENTG,2026-08-15,estimate,epsRevUp30,FY2027-12-31,2.0
ENTG,2026-08-15,estimate,epsRevDown7,FY2027-12-31,0.0
ENTG,2026-08-15,estimate,epsRevDown30,FY2027-12-31,0.0
MSFT,2026-08-15,estimate,epsEst,FQ2026-09-30,4.71385
MSFT,2026-08-08,estimate,epsEst,FQ2026-09-30,4.71331
MSFT,2026-07-16,estimate,epsEst,FQ2026-09-30,4.62319
MSFT,2026-06-16,estimate,epsEst,FQ2026-09-30,4.61418
MSFT,2026-05-17,estimate,epsEst,FQ2026-09-30,4.61434
MSFT,2026-08-15,estimate,epsEst,FQ2026-12-31,4.81961
MSFT,2026-08-08,estimate,epsEst,FQ2026-12-31,4.8173
MSFT,2026-07-16,estimate,epsEst,FQ2026-12-31,4.78767
MSFT,2026-06-16,estimate,epsEst,FQ2026-12-31,4.77702
MSFT,2026-05-17,estimate,epsEst,FQ2026-12-31,4.77306
MSFT,2026-08-15,estimate,epsEst,FY2027-06-30,19.7106
MSFT,2026-08-08,estimate,epsEst,FY2027-06-30,19.67315
MSFT,2026-07-16,estimate,epsEst,FY2027-06-30,19.38938
MSFT,2026-06-16,estimate,epsEst,FY2027-06-30,19.373
MSFT,2026-05-17,estimate,epsEst,FY2027-06-30,19.36538
MSFT,2026-08-15,estimate,epsEst,FY2028-06-30,23.57328
MSFT,2026-08-08,estimate,epsEst,FY2028-06-30,23.46875
MSFT,2026-07-16,estimate,epsEst,FY2028-06-30,22.58739
MSFT,2026-06-16,estimate,epsEst,FY2028-06-30,22.62778
MSFT,2026-05-17,estimate,epsEst,FY2028-06-30,22.62809
MSFT,2026-08-15,estimate,epsEstAvg,FQ2026-09-30,4.71385
MSFT,2026-08-15,estimate,epsEstLow,FQ2026-09-30,4.43
MSFT,2026-08-15,estimate,epsEstHigh,FQ2026-09-30,4.83363
MSFT,2026-08-15,estimate,epsEstAnalysts,FQ2026-09-30,27.0
MSFT,2026-08-15,estimate,epsEstGrowth,FQ2026-09-30,0.14140001
MSFT,2026-08-15,estimate,epsEstAvg,FQ2026-12-31,4.81961
MSFT,2026-08-15,estimate,epsEstLow,FQ2026-12-31,4.66
MSFT,2026-08-15,estimate,epsEstHigh,FQ2026-12-31,5.02
MSFT,2026-08-15,estimate,epsEstAnalysts,FQ2026-12-31,27.0
MSFT,2026-08-15,estimate,epsEstGrowth,FQ2026-12-31,0.16420001
MSFT,2026-08-15,estimate,epsEstAvg,FY2027-06-30,19.7106
MSFT,2026-08-15,estimate,epsEstLow,FY2027-06-30,18.93
MSFT,2026-08-15,estimate,epsEstHigh,FY2027-06-30,20.7
MSFT,2026-08-15,estimate,epsEstAnalysts,FY2027-06-30,35.0
MSFT,2026-08-15,estimate,epsEstGrowth,FY2027-06-30,0.1407
MSFT,2026-08-15,estimate,epsEstAvg,FY2028-06-30,23.57328
MSFT,2026-08-15,estimate,epsEstLow,FY2028-06-30,20.93
MSFT,2026-08-15,estimate,epsEstHigh,FY2028-06-30,26.0
MSFT,2026-08-15,estimate,epsEstAnalysts,FY2028-06-30,33.0
MSFT,2026-08-15,estimate,epsEstGrowth,FY2028-06-30,0.19600001
MSFT,2026-08-15,estimate,revEstAvg,FQ2026-09-30,90668331230.0
MSFT,2026-08-15,estimate,revEstLow,FQ2026-09-30,89640000000.0
MSFT,2026-08-15,estimate,revEstHigh,FQ2026-09-30,92655000000.0
MSFT,2026-08-15,estimate,revEstAnalysts,FQ2026-09-30,37.0
MSFT,2026-08-15,estimate,revEstGrowth,FQ2026-09-30,0.1673
MSFT,2026-08-15,estimate,revEstAvg,FQ2026-12-31,95562760960.0
MSFT,2026-08-15,estimate,revEstLow,FQ2026-12-31,93527000000.0
MSFT,2026-08-15,estimate,revEstHigh,FQ2026-12-31,98410000000.0
MSFT,2026-08-15,estimate,revEstAnalysts,FQ2026-12-31,36.0
MSFT,2026-08-15,estimate,revEstGrowth,FQ2026-12-31,0.1758
MSFT,2026-08-15,estimate,revEstAvg,FY2027-06-30,391172045120.0
MSFT,2026-08-15,estimate,revEstLow,FY2027-06-30,380000000000.0
MSFT,2026-08-15,estimate,revEstHigh,FY2027-06-30,402719127430.0
MSFT,2026-08-15,estimate,revEstAnalysts,FY2027-06-30,48.0
MSFT,2026-08-15,estimate,revEstGrowth,FY2027-06-30,0.17879999
MSFT,2026-08-15,estimate,revEstAvg,FY2028-06-30,468371043880.0
MSFT,2026-08-15,estimate,revEstLow,FY2028-06-30,440000000000.0
MSFT,2026-08-15,estimate,revEstHigh,FY2028-06-30,503000000000.0
MSFT,2026-08-15,estimate,revEstAnalysts,FY2028-06-30,49.0
MSFT,2026-08-15,estimate,revEstGrowth,FY2028-06-30,0.1974
MSFT,2026-08-15,estimate,epsRevUp7,FQ2026-09-30,17.0
MSFT,2026-08-15,estimate,epsRevUp30,FQ2026-09-30,16.0
MSFT,2026-08-15,estimate,epsRevDown7,FQ2026-09-30,4.0
MSFT,2026-08-15,estimate,epsRevDown30,FQ2026-09-30,5.0
MSFT,2026-08-15,estimate,epsRevUp7,FQ2026-12-31,13.0
MSFT,2026-08-15,estimate,epsRevUp30,FQ2026-12-31,13.0
MSFT,2026-08-15,estimate,epsRevDown7,FQ2026-12-31,7.0
MSFT,2026-08-15,estimate,epsRevDown30,FQ2026-12-31,7.0
MSFT,2026-08-15,estimate,epsRevUp7,FY2027-06-30,1.0
MSFT,2026-08-15,estimate,epsRevUp30,FY2027-06-30,20.0
MSFT,2026-08-15,estimate,epsRevDown7,FY2027-06-30,1.0
MSFT,2026-08-15,estimate,epsRevDown30,FY2027-06-30,9.0
MSFT,2026-08-15,estimate,epsRevUp7,FY2028-06-30,1.0
MSFT,2026-08-15,estimate,epsRevUp30,FY2028-06-30,19.0
MSFT,2026-08-15,estimate,epsRevDown7,FY2028-06-30,0.0
MSFT,2026-08-15,estimate,epsRevDown30,FY2028-06-30,4.0
ORCL,2026-08-15,estimate,epsEst,FQ2026-08-31,1.73946
ORCL,2026-08-08,estimate,epsEst,FQ2026-08-31,1.73873
ORCL,2026-07-16,estimate,epsEst,FQ2026-08-31,1.73873
ORCL,2026-06-16,estimate,epsEst,FQ2026-08-31,1.72057
ORCL,2026-05-17,estimate,epsEst,FQ2026-08-31,1.6782
ORCL,2026-08-15,estimate,epsEst,FQ2026-11-30,1.88801
ORCL,2026-08-08,estimate,epsEst,FQ2026-11-30,1.88617
ORCL,2026-07-16,estimate,epsEst,FQ2026-11-30,1.88617
ORCL,2026-06-16,estimate,epsEst,FQ2026-11-30,1.87367
ORCL,2026-05-17,estimate,epsEst,FQ2026-11-30,1.82989
ORCL,2026-08-15,estimate,epsEst,FY2027-05-31,8.05313
ORCL,2026-08-08,estimate,epsEst,FY2027-05-31,8.05139
ORCL,2026-07-16,estimate,epsEst,FY2027-05-31,8.04521
ORCL,2026-06-16,estimate,epsEst,FY2027-05-31,8.03497
ORCL,2026-05-17,estimate,epsEst,FY2027-05-31,8.02763
ORCL,2026-08-15,estimate,epsEst,FY2028-05-31,10.91494
ORCL,2026-08-08,estimate,epsEst,FY2028-05-31,10.89015
ORCL,2026-07-16,estimate,epsEst,FY2028-05-31,10.9216
ORCL,2026-06-16,estimate,epsEst,FY2028-05-31,10.86748
ORCL,2026-05-17,estimate,epsEst,FY2028-05-31,10.71101
ORCL,2026-08-15,estimate,epsEstAvg,FQ2026-08-31,1.73946
ORCL,2026-08-15,estimate,epsEstLow,FQ2026-08-31,1.64
ORCL,2026-08-15,estimate,epsEstHigh,FQ2026-08-31,1.8
ORCL,2026-08-15,estimate,epsEstAnalysts,FQ2026-08-31,33.0
ORCL,2026-08-15,estimate,epsEstGrowth,FQ2026-08-31,0.1833
ORCL,2026-08-15,estimate,epsEstAvg,FQ2026-11-30,1.88801
ORCL,2026-08-15,estimate,epsEstLow,FQ2026-11-30,1.77
ORCL,2026-08-15,estimate,epsEstHigh,FQ2026-11-30,2.02
ORCL,2026-08-15,estimate,epsEstAnalysts,FQ2026-11-30,32.0
ORCL,2026-08-15,estimate,epsEstGrowth,FQ2026-11-30,-0.16459998
ORCL,2026-08-15,estimate,epsEstAvg,FY2027-05-31,8.05313
ORCL,2026-08-15,estimate,epsEstLow,FY2027-05-31,7.72
ORCL,2026-08-15,estimate,epsEstHigh,FY2027-05-31,8.57
ORCL,2026-08-15,estimate,epsEstAnalysts,FY2027-05-31,42.0
ORCL,2026-08-15,estimate,epsEstGrowth,FY2027-05-31,0.0555
ORCL,2026-08-15,estimate,epsEstAvg,FY2028-05-31,10.91494
ORCL,2026-08-15,estimate,epsEstLow,FY2028-05-31,8.28
ORCL,2026-08-15,estimate,epsEstHigh,FY2028-05-31,13.51
ORCL,2026-08-15,estimate,epsEstAnalysts,FY2028-05-31,40.0
ORCL,2026-08-15,estimate,epsEstGrowth,FY2028-05-31,0.3554
ORCL,2026-08-15,estimate,revEstAvg,FQ2026-08-31,19128439390.0
ORCL,2026-08-15,estimate,revEstLow,FQ2026-08-31,18636500000.0
ORCL,2026-08-15,estimate,revEstHigh,FQ2026-08-31,19295700000.0
ORCL,2026-08-15,estimate,revEstAnalysts,FQ2026-08-31,31.0
ORCL,2026-08-15,estimate,revEstGrowth,FQ2026-08-31,0.2816
ORCL,2026-08-15,estimate,revEstAvg,FQ2026-11-30,21166735120.0
ORCL,2026-08-15,estimate,revEstLow,FQ2026-11-30,20585000000.0
ORCL,2026-08-15,estimate,revEstHigh,FQ2026-11-30,21637000000.0
ORCL,2026-08-15,estimate,revEstAnalysts,FQ2026-11-30,30.0
ORCL,2026-08-15,estimate,revEstGrowth,FQ2026-11-30,0.3181
ORCL,2026-08-15,estimate,revEstAvg,FY2027-05-31,89336547460.0
ORCL,2026-08-15,estimate,revEstLow,FY2027-05-31,80121000000.0
ORCL,2026-08-15,estimate,revEstHigh,FY2027-05-31,90952959870.0
ORCL,2026-08-15,estimate,revEstAnalysts,FY2027-05-31,42.0
ORCL,2026-08-15,estimate,revEstGrowth,FY2027-05-31,0.32630002
ORCL,2026-08-15,estimate,revEstAvg,FY2028-05-31,130637237920.0
ORCL,2026-08-15,estimate,revEstLow,FY2028-05-31,107657000000.0
ORCL,2026-08-15,estimate,revEstHigh,FY2028-05-31,139642000000.0
ORCL,2026-08-15,estimate,revEstAnalysts,FY2028-05-31,39.0
ORCL,2026-08-15,estimate,revEstGrowth,FY2028-05-31,0.4623
ORCL,2026-08-15,estimate,epsRevUp7,FQ2026-08-31,1.0
ORCL,2026-08-15,estimate,epsRevUp30,FQ2026-08-31,19.0
ORCL,2026-08-15,estimate,epsRevDown7,FQ2026-08-31,0.0
ORCL,2026-08-15,estimate,epsRevDown30,FQ2026-08-31,6.0
ORCL,2026-08-15,estimate,epsRevUp7,FQ2026-11-30,1.0
ORCL,2026-08-15,estimate,epsRevUp30,FQ2026-11-30,20.0
ORCL,2026-08-15,estimate,epsRevDown7,FQ2026-11-30,0.0
ORCL,2026-08-15,estimate,epsRevDown30,FQ2026-11-30,5.0
ORCL,2026-08-15,estimate,epsRevUp7,FY2027-05-31,1.0
ORCL,2026-08-15,estimate,epsRevUp30,FY2027-05-31,21.0
ORCL,2026-08-15,estimate,epsRevDown7,FY2027-05-31,0.0
ORCL,2026-08-15,estimate,epsRevDown30,FY2027-05-31,12.0
ORCL,2026-08-15,estimate,epsRevUp7,FY2028-05-31,1.0
ORCL,2026-08-15,estimate,epsRevUp30,FY2028-05-31,20.0
ORCL,2026-08-15,estimate,epsRevDown7,FY2028-05-31,0.0
ORCL,2026-08-15,estimate,epsRevDown30,FY2028-05-31,6.0
PANW,2026-08-15,estimate,epsEst,FQ2026-07-31,0.97763
PANW,2026-08-08,estimate,epsEst,FQ2026-07-31,0.97763
PANW,2026-07-16,estimate,epsEst,FQ2026-07-31,0.97736
PANW,2026-06-16,estimate,epsEst,FQ2026-07-31,0.97691
PANW,2026-05-17,estimate,epsEst,FQ2026-07-31,0.94084
PANW,2026-08-15,estimate,epsEst,FQ2026-10-31,0.4384
PANW,2026-08-08,estimate,epsEst,FQ2026-10-31,0.4384
PANW,2026-07-16,estimate,epsEst,FQ2026-10-31,0.4384
PANW,2026-06-16,estimate,epsEst,FQ2026-10-31,0.51525
PANW,2026-05-17,estimate,epsEst,FQ2026-10-31,0.0
PANW,2026-08-15,estimate,epsEst,FY2026-07-31,3.77344
PANW,2026-08-08,estimate,epsEst,FY2026-07-31,3.77344
PANW,2026-07-16,estimate,epsEst,FY2026-07-31,3.77292
PANW,2026-06-16,estimate,epsEst,FY2026-07-31,3.76834
PANW,2026-05-17,estimate,epsEst,FY2026-07-31,3.69117
PANW,2026-08-15,estimate,epsEst,FY2027-07-31,1.95095
PANW,2026-08-08,estimate,epsEst,FY2027-07-31,1.95095
PANW,2026-07-16,estimate,epsEst,FY2027-07-31,1.95095
PANW,2026-06-16,estimate,epsEst,FY2027-07-31,2.01031
PANW,2026-05-17,estimate,epsEst,FY2027-07-31,0.0
PANW,2026-08-15,estimate,epsEstAvg,FQ2026-07-31,0.97763
PANW,2026-08-15,estimate,epsEstLow,FQ2026-07-31,0.96
PANW,2026-08-15,estimate,epsEstHigh,FQ2026-07-31,1.08
PANW,2026-08-15,estimate,epsEstAnalysts,FQ2026-07-31,46.0
PANW,2026-08-15,estimate,epsEstGrowth,FQ2026-07-31,0.0291
PANW,2026-08-15,estimate,epsEstAvg,FQ2026-10-31,0.4384
PANW,2026-08-15,estimate,epsEstLow,FQ2026-10-31,0.22
PANW,2026-08-15,estimate,epsEstHigh,FQ2026-10-31,0.54
PANW,2026-08-15,estimate,epsEstAnalysts,FQ2026-10-31,9.0
PANW,2026-08-15,estimate,epsEstGrowth,FQ2026-10-31,-0.0672
PANW,2026-08-15,estimate,epsEstAvg,FY2026-07-31,3.77344
PANW,2026-08-15,estimate,epsEstLow,FY2026-07-31,3.63
PANW,2026-08-15,estimate,epsEstHigh,FY2026-07-31,3.81826
PANW,2026-08-15,estimate,epsEstAnalysts,FY2026-07-31,53.0
PANW,2026-08-15,estimate,epsEstGrowth,FY2026-07-31,0.12979999
PANW,2026-08-15,estimate,epsEstAvg,FY2027-07-31,1.95095
PANW,2026-08-15,estimate,epsEstLow,FY2027-07-31,1.16
PANW,2026-08-15,estimate,epsEstHigh,FY2027-07-31,2.5
PANW,2026-08-15,estimate,epsEstAnalysts,FY2027-07-31,16.0
PANW,2026-08-15,estimate,epsEstGrowth,FY2027-07-31,0.4348
PANW,2026-08-15,estimate,revEstAvg,FQ2026-07-31,3351771170.0
PANW,2026-08-15,estimate,revEstLow,FQ2026-07-31,3346000000.0
PANW,2026-08-15,estimate,revEstHigh,FQ2026-07-31,3368000000.0
PANW,2026-08-15,estimate,revEstAnalysts,FQ2026-07-31,44.0
PANW,2026-08-15,estimate,revEstGrowth,FQ2026-07-31,0.3215
PANW,2026-08-15,estimate,revEstAvg,FQ2026-10-31,3221030800.0
PANW,2026-08-15,estimate,revEstLow,FQ2026-10-31,3063000000.0
PANW,2026-08-15,estimate,revEstHigh,FQ2026-10-31,3326000000.0
PANW,2026-08-15,estimate,revEstAnalysts,FQ2026-10-31,40.0
PANW,2026-08-15,estimate,revEstGrowth,FQ2026-10-31,0.30200002
PANW,2026-08-15,estimate,revEstAvg,FY2026-07-31,11422923430.0
PANW,2026-08-15,estimate,revEstLow,FY2026-07-31,11416000000.0
PANW,2026-08-15,estimate,revEstHigh,FY2026-07-31,11460000000.0
PANW,2026-08-15,estimate,revEstAnalysts,FY2026-07-31,49.0
PANW,2026-08-15,estimate,revEstGrowth,FY2026-07-31,0.2387
PANW,2026-08-15,estimate,revEstAvg,FY2027-07-31,13810227820.0
PANW,2026-08-15,estimate,revEstLow,FY2027-07-31,12821340000.0
PANW,2026-08-15,estimate,revEstHigh,FY2027-07-31,14790200000.0
PANW,2026-08-15,estimate,revEstAnalysts,FY2027-07-31,51.0
PANW,2026-08-15,estimate,revEstGrowth,FY2027-07-31,0.20899999
PANW,2026-08-15,estimate,epsRevUp7,FQ2026-07-31,40.0
PANW,2026-08-15,estimate,epsRevUp30,FQ2026-07-31,40.0
PANW,2026-08-15,estimate,epsRevDown7,FQ2026-07-31,1.0
PANW,2026-08-15,estimate,epsRevDown30,FQ2026-07-31,1.0
PANW,2026-08-15,estimate,epsRevUp7,FQ2026-10-31,1.0
PANW,2026-08-15,estimate,epsRevUp30,FQ2026-10-31,1.0
PANW,2026-08-15,estimate,epsRevDown7,FQ2026-10-31,4.0
PANW,2026-08-15,estimate,epsRevDown30,FQ2026-10-31,4.0
PANW,2026-08-15,estimate,epsRevUp7,FY2026-07-31,1.0
PANW,2026-08-15,estimate,epsRevUp30,FY2026-07-31,47.0
PANW,2026-08-15,estimate,epsRevDown7,FY2026-07-31,0.0
PANW,2026-08-15,estimate,epsRevDown30,FY2026-07-31,1.0
PANW,2026-08-15,estimate,epsRevUp7,FY2027-07-31,3.0
PANW,2026-08-15,estimate,epsRevUp30,FY2027-07-31,3.0
PANW,2026-08-15,estimate,epsRevDown7,FY2027-07-31,8.0
PANW,2026-08-15,estimate,epsRevDown30,FY2027-07-31,7.0
CRWD,2026-08-15,estimate,epsEst,FQ2026-07-31,0.29195
CRWD,2026-08-08,estimate,epsEst,FQ2026-07-31,0.29206
CRWD,2026-07-16,estimate,epsEst,FQ2026-07-31,0.29266
CRWD,2026-06-16,estimate,epsEst,FQ2026-07-31,0.28979
CRWD,2026-05-17,estimate,epsEst,FQ2026-07-31,0.2894
CRWD,2026-08-15,estimate,epsEst,FQ2026-10-31,0.3104
CRWD,2026-08-08,estimate,epsEst,FQ2026-10-31,0.31041
CRWD,2026-07-16,estimate,epsEst,FQ2026-10-31,0.31036
CRWD,2026-06-16,estimate,epsEst,FQ2026-10-31,0.30775
CRWD,2026-05-17,estimate,epsEst,FQ2026-10-31,0.30735
CRWD,2026-08-15,estimate,epsEst,FY2027-01-31,1.23187
CRWD,2026-08-08,estimate,epsEst,FY2027-01-31,1.23187
CRWD,2026-07-16,estimate,epsEst,FY2027-01-31,1.228
CRWD,2026-06-16,estimate,epsEst,FY2027-01-31,1.23118
CRWD,2026-05-17,estimate,epsEst,FY2027-01-31,1.213
CRWD,2026-08-15,estimate,epsEst,FY2028-01-31,1.56427
CRWD,2026-08-08,estimate,epsEst,FY2028-01-31,1.56266
CRWD,2026-07-16,estimate,epsEst,FY2028-01-31,1.56169
CRWD,2026-06-16,estimate,epsEst,FY2028-01-31,1.56246
CRWD,2026-05-17,estimate,epsEst,FY2028-01-31,1.54292
CRWD,2026-08-15,estimate,epsEstAvg,FQ2026-07-31,0.29195
CRWD,2026-08-15,estimate,epsEstLow,FQ2026-07-31,0.29
CRWD,2026-08-15,estimate,epsEstHigh,FQ2026-07-31,0.2975
CRWD,2026-08-15,estimate,epsEstAnalysts,FQ2026-07-31,44.0
CRWD,2026-08-15,estimate,epsEstGrowth,FQ2026-07-31,0.2557
CRWD,2026-08-15,estimate,epsEstAvg,FQ2026-10-31,0.3104
CRWD,2026-08-15,estimate,epsEstLow,FQ2026-10-31,0.2975
CRWD,2026-08-15,estimate,epsEstHigh,FQ2026-10-31,0.32043
CRWD,2026-08-15,estimate,epsEstAnalysts,FQ2026-10-31,44.0
CRWD,2026-08-15,estimate,epsEstGrowth,FQ2026-10-31,0.2933
CRWD,2026-08-15,estimate,epsEstAvg,FY2027-01-31,1.23187
CRWD,2026-08-15,estimate,epsEstLow,FY2027-01-31,1.21
CRWD,2026-08-15,estimate,epsEstHigh,FY2027-01-31,1.26
CRWD,2026-08-15,estimate,epsEstAnalysts,FY2027-01-31,49.0
CRWD,2026-08-15,estimate,epsEstGrowth,FY2027-01-31,0.32099998
CRWD,2026-08-15,estimate,epsEstAvg,FY2028-01-31,1.56427
CRWD,2026-08-15,estimate,epsEstLow,FY2028-01-31,1.4575
CRWD,2026-08-15,estimate,epsEstHigh,FY2028-01-31,1.97
CRWD,2026-08-15,estimate,epsEstAnalysts,FY2028-01-31,50.0
CRWD,2026-08-15,estimate,epsEstGrowth,FY2028-01-31,0.2698
CRWD,2026-08-15,estimate,revEstAvg,FQ2026-07-31,1440206650.0
CRWD,2026-08-15,estimate,revEstLow,FQ2026-07-31,1438200000.0
CRWD,2026-08-15,estimate,revEstHigh,FQ2026-07-31,1450170000.0
CRWD,2026-08-15,estimate,revEstAnalysts,FQ2026-07-31,43.0
CRWD,2026-08-15,estimate,revEstGrowth,FQ2026-07-31,0.23200001
CRWD,2026-08-15,estimate,revEstAvg,FQ2026-10-31,1514779660.0
CRWD,2026-08-15,estimate,revEstLow,FQ2026-10-31,1503700000.0
CRWD,2026-08-15,estimate,revEstHigh,FQ2026-10-31,1530000000.0
CRWD,2026-08-15,estimate,revEstAnalysts,FQ2026-10-31,42.0
CRWD,2026-08-15,estimate,revEstGrowth,FQ2026-10-31,0.22729999
CRWD,2026-08-15,estimate,revEstAvg,FY2027-01-31,5945445590.0
CRWD,2026-08-15,estimate,revEstLow,FY2027-01-31,5917000000.0
CRWD,2026-08-15,estimate,revEstHigh,FY2027-01-31,6058000000.0
CRWD,2026-08-15,estimate,revEstAnalysts,FY2027-01-31,50.0
CRWD,2026-08-15,estimate,revEstGrowth,FY2027-01-31,0.2355
CRWD,2026-08-15,estimate,revEstAvg,FY2028-01-31,7237063420.0
CRWD,2026-08-15,estimate,revEstLow,FY2028-01-31,6912700000.0
CRWD,2026-08-15,estimate,revEstHigh,FY2028-01-31,7544000000.0
CRWD,2026-08-15,estimate,revEstAnalysts,FY2028-01-31,51.0
CRWD,2026-08-15,estimate,revEstGrowth,FY2028-01-31,0.2172
CRWD,2026-08-15,estimate,epsRevUp7,FQ2026-07-31,0.0
CRWD,2026-08-15,estimate,epsRevUp30,FQ2026-07-31,0.0
CRWD,2026-08-15,estimate,epsRevDown7,FQ2026-07-31,1.0
CRWD,2026-08-15,estimate,epsRevDown30,FQ2026-07-31,11.0
CRWD,2026-08-15,estimate,epsRevUp7,FQ2026-10-31,1.0
CRWD,2026-08-15,estimate,epsRevUp30,FQ2026-10-31,7.0
CRWD,2026-08-15,estimate,epsRevDown7,FQ2026-10-31,1.0
CRWD,2026-08-15,estimate,epsRevDown30,FQ2026-10-31,4.0
CRWD,2026-08-15,estimate,epsRevUp7,FY2027-01-31,0.0
CRWD,2026-08-15,estimate,epsRevUp30,FY2027-01-31,5.0
CRWD,2026-08-15,estimate,epsRevDown7,FY2027-01-31,1.0
CRWD,2026-08-15,estimate,epsRevDown30,FY2027-01-31,9.0
CRWD,2026-08-15,estimate,epsRevUp7,FY2028-01-31,3.0
CRWD,2026-08-15,estimate,epsRevUp30,FY2028-01-31,11.0
CRWD,2026-08-15,estimate,epsRevDown7,FY2028-01-31,0.0
CRWD,2026-08-15,estimate,epsRevDown30,FY2028-01-31,5.0
FTNT,2026-08-15,estimate,epsEst,FQ2026-09-30,0.85739
FTNT,2026-08-08,estimate,epsEst,FQ2026-09-30,0.76487
FTNT,2026-07-16,estimate,epsEst,FQ2026-09-30,0.76451
FTNT,2026-06-16,estimate,epsEst,FQ2026-09-30,0.76451
FTNT,2026-05-17,estimate,epsEst,FQ2026-09-30,0.77694
FTNT,2026-08-15,estimate,epsEst,FQ2026-12-31,0.87558
FTNT,2026-08-08,estimate,epsEst,FQ2026-12-31,0.82966
FTNT,2026-07-16,estimate,epsEst,FQ2026-12-31,0.8299
FTNT,2026-06-16,estimate,epsEst,FQ2026-12-31,0.8299
FTNT,2026-05-17,estimate,epsEst,FQ2026-12-31,0.88249
FTNT,2026-08-15,estimate,epsEst,FY2026-12-31,3.45061
FTNT,2026-08-08,estimate,epsEst,FY2026-12-31,3.15963
FTNT,2026-07-16,estimate,epsEst,FY2026-12-31,3.15682
FTNT,2026-06-16,estimate,epsEst,FY2026-12-31,3.15682
FTNT,2026-05-17,estimate,epsEst,FY2026-12-31,2.97594
FTNT,2026-08-15,estimate,epsEst,FY2027-12-31,3.75956
FTNT,2026-08-08,estimate,epsEst,FY2027-12-31,3.42543
FTNT,2026-07-16,estimate,epsEst,FY2027-12-31,3.42591
FTNT,2026-06-16,estimate,epsEst,FY2027-12-31,3.42591
FTNT,2026-05-17,estimate,epsEst,FY2027-12-31,3.30772
FTNT,2026-08-15,estimate,epsEstAvg,FQ2026-09-30,0.85739
FTNT,2026-08-15,estimate,epsEstLow,FQ2026-09-30,0.84
FTNT,2026-08-15,estimate,epsEstHigh,FQ2026-09-30,0.92
FTNT,2026-08-15,estimate,epsEstAnalysts,FQ2026-09-30,38.0
FTNT,2026-08-15,estimate,epsEstGrowth,FQ2026-09-30,0.1586
FTNT,2026-08-15,estimate,epsEstAvg,FQ2026-12-31,0.87558
FTNT,2026-08-15,estimate,epsEstLow,FQ2026-12-31,0.84
FTNT,2026-08-15,estimate,epsEstHigh,FQ2026-12-31,0.98
FTNT,2026-08-15,estimate,epsEstAnalysts,FQ2026-12-31,38.0
FTNT,2026-08-15,estimate,epsEstGrowth,FQ2026-12-31,0.081
FTNT,2026-08-15,estimate,epsEstAvg,FY2026-12-31,3.45061
FTNT,2026-08-15,estimate,epsEstLow,FY2026-12-31,3.41
FTNT,2026-08-15,estimate,epsEstHigh,FY2026-12-31,3.62
FTNT,2026-08-15,estimate,epsEstAnalysts,FY2026-12-31,40.0
FTNT,2026-08-15,estimate,epsEstGrowth,FY2026-12-31,0.2502
FTNT,2026-08-15,estimate,epsEstAvg,FY2027-12-31,3.75956
FTNT,2026-08-15,estimate,epsEstLow,FY2027-12-31,3.23
FTNT,2026-08-15,estimate,epsEstHigh,FY2027-12-31,4.55
FTNT,2026-08-15,estimate,epsEstAnalysts,FY2027-12-31,43.0
FTNT,2026-08-15,estimate,epsEstGrowth,FY2027-12-31,0.089499995
FTNT,2026-08-15,estimate,revEstAvg,FQ2026-09-30,2062560520.0
FTNT,2026-08-15,estimate,revEstLow,FQ2026-09-30,2004328000.0
FTNT,2026-08-15,estimate,revEstHigh,FQ2026-09-30,2120000000.0
FTNT,2026-08-15,estimate,revEstAnalysts,FQ2026-09-30,37.0
FTNT,2026-08-15,estimate,revEstGrowth,FQ2026-09-30,0.1958
