ticker,as_of,period_type,metric,ref_period,value
NVDA,2026-08-15,estimate,epsEst,FQ2026-07-31,2.0838
NVDA,2026-08-08,estimate,epsEst,FQ2026-07-31,2.08051
NVDA,2026-07-16,estimate,epsEst,FQ2026-07-31,2.07846
NVDA,2026-06-16,estimate,epsEst,FQ2026-07-31,2.07667
NVDA,2026-05-17,estimate,epsEst,FQ2026-07-31,1.9626
NVDA,2026-08-15,estimate,epsEst,FQ2026-10-31,2.35237
NVDA,2026-08-08,estimate,epsEst,FQ2026-10-31,2.34527
NVDA,2026-07-16,estimate,epsEst,FQ2026-10-31,2.33963
NVDA,2026-06-16,estimate,epsEst,FQ2026-10-31,2.33883
NVDA,2026-05-17,estimate,epsEst,FQ2026-10-31,2.19094
NVDA,2026-08-15,estimate,epsEst,FY2027-01-31,8.95773
NVDA,2026-08-08,estimate,epsEst,FY2027-01-31,8.96139
NVDA,2026-07-16,estimate,epsEst,FY2027-01-31,8.94722
NVDA,2026-06-16,estimate,epsEst,FY2027-01-31,8.92355
NVDA,2026-05-17,estimate,epsEst,FY2027-01-31,8.38125
NVDA,2026-08-15,estimate,epsEst,FY2028-01-31,12.79836
NVDA,2026-08-08,estimate,epsEst,FY2028-01-31,12.81462
NVDA,2026-07-16,estimate,epsEst,FY2028-01-31,12.73899
NVDA,2026-06-16,estimate,epsEst,FY2028-01-31,12.64277
NVDA,2026-05-17,estimate,epsEst,FY2028-01-31,11.42982
NVDA,2026-08-15,estimate,epsEstAvg,FQ2026-07-31,2.0838
NVDA,2026-08-15,estimate,epsEstLow,FQ2026-07-31,2.03128
NVDA,2026-08-15,estimate,epsEstHigh,FQ2026-07-31,2.2
NVDA,2026-08-15,estimate,epsEstAnalysts,FQ2026-07-31,40.0
NVDA,2026-08-15,estimate,epsEstGrowth,FQ2026-07-31,0.9846
NVDA,2026-08-15,estimate,epsEstAvg,FQ2026-10-31,2.35237
NVDA,2026-08-15,estimate,epsEstLow,FQ2026-10-31,2.13
NVDA,2026-08-15,estimate,epsEstHigh,FQ2026-10-31,2.59
NVDA,2026-08-15,estimate,epsEstAnalysts,FQ2026-10-31,40.0
NVDA,2026-08-15,estimate,epsEstGrowth,FQ2026-10-31,0.8095
NVDA,2026-08-15,estimate,epsEstAvg,FY2027-01-31,8.95773
NVDA,2026-08-15,estimate,epsEstLow,FY2027-01-31,8.2
NVDA,2026-08-15,estimate,epsEstHigh,FY2027-01-31,9.64866
NVDA,2026-08-15,estimate,epsEstAnalysts,FY2027-01-31,48.0
NVDA,2026-08-15,estimate,epsEstGrowth,FY2027-01-31,0.8779
NVDA,2026-08-15,estimate,epsEstAvg,FY2028-01-31,12.79836
NVDA,2026-08-15,estimate,epsEstLow,FY2028-01-31,9.65
NVDA,2026-08-15,estimate,epsEstHigh,FY2028-01-31,16.19516
NVDA,2026-08-15,estimate,epsEstAnalysts,FY2028-01-31,48.0
NVDA,2026-08-15,estimate,epsEstGrowth,FY2028-01-31,0.42880002
NVDA,2026-08-15,estimate,revEstAvg,FQ2026-07-31,91956584330.0
NVDA,2026-08-15,estimate,revEstLow,FQ2026-07-31,90302000000.0
NVDA,2026-08-15,estimate,revEstHigh,FQ2026-07-31,96655000000.0
NVDA,2026-08-15,estimate,revEstAnalysts,FQ2026-07-31,43.0
NVDA,2026-08-15,estimate,revEstGrowth,FQ2026-07-31,0.96730006
NVDA,2026-08-15,estimate,revEstAvg,FQ2026-10-31,103378458750.0
NVDA,2026-08-15,estimate,revEstLow,FQ2026-10-31,91996000000.0
NVDA,2026-08-15,estimate,revEstHigh,FQ2026-10-31,112149000000.0
NVDA,2026-08-15,estimate,revEstAnalysts,FQ2026-10-31,41.0
NVDA,2026-08-15,estimate,revEstGrowth,FQ2026-10-31,0.8135
NVDA,2026-08-15,estimate,revEstAvg,FY2027-01-31,393928480900.0
NVDA,2026-08-15,estimate,revEstLow,FY2027-01-31,358367000000.0
NVDA,2026-08-15,estimate,revEstHigh,FY2027-01-31,418025459420.0
NVDA,2026-08-15,estimate,revEstAnalysts,FY2027-01-31,53.0
NVDA,2026-08-15,estimate,revEstGrowth,FY2027-01-31,0.8243
NVDA,2026-08-15,estimate,revEstAvg,FY2028-01-31,562143085840.0
NVDA,2026-08-15,estimate,revEstLow,FY2028-01-31,416398000000.0
NVDA,2026-08-15,estimate,revEstHigh,FY2028-01-31,710010000000.0
NVDA,2026-08-15,estimate,revEstAnalysts,FY2028-01-31,55.0
NVDA,2026-08-15,estimate,revEstGrowth,FY2028-01-31,0.42700002
NVDA,2026-08-15,estimate,epsRevUp7,FQ2026-07-31,1.0
NVDA,2026-08-15,estimate,epsRevUp30,FQ2026-07-31,5.0
NVDA,2026-08-15,estimate,epsRevDown7,FQ2026-07-31,0.0
NVDA,2026-08-15,estimate,epsRevDown30,FQ2026-07-31,0.0
NVDA,2026-08-15,estimate,epsRevUp7,FQ2026-10-31,1.0
NVDA,2026-08-15,estimate,epsRevUp30,FQ2026-10-31,5.0
NVDA,2026-08-15,estimate,epsRevDown7,FQ2026-10-31,0.0
NVDA,2026-08-15,estimate,epsRevDown30,FQ2026-10-31,0.0
NVDA,2026-08-15,estimate,epsRevUp7,FY2027-01-31,2.0
NVDA,2026-08-15,estimate,epsRevUp30,FY2027-01-31,4.0
NVDA,2026-08-15,estimate,epsRevDown7,FY2027-01-31,0.0
NVDA,2026-08-15,estimate,epsRevDown30,FY2027-01-31,0.0
NVDA,2026-08-15,estimate,epsRevUp7,FY2028-01-31,2.0
NVDA,2026-08-15,estimate,epsRevUp30,FY2028-01-31,4.0
NVDA,2026-08-15,estimate,epsRevDown7,FY2028-01-31,0.0
NVDA,2026-08-15,estimate,epsRevDown30,FY2028-01-31,0.0
AVGO,2026-08-15,estimate,epsEst,FQ2026-07-31,3.23823
AVGO,2026-08-08,estimate,epsEst,FQ2026-07-31,3.23823
AVGO,2026-07-16,estimate,epsEst,FQ2026-07-31,3.23823
AVGO,2026-06-16,estimate,epsEst,FQ2026-07-31,3.23688
AVGO,2026-05-17,estimate,epsEst,FQ2026-07-31,3.23389
AVGO,2026-08-15,estimate,epsEst,FQ2026-10-31,3.87377
AVGO,2026-08-08,estimate,epsEst,FQ2026-10-31,3.87377
AVGO,2026-07-16,estimate,epsEst,FQ2026-10-31,3.87377
AVGO,2026-06-16,estimate,epsEst,FQ2026-10-31,3.8712
AVGO,2026-05-17,estimate,epsEst,FQ2026-10-31,3.81792
AVGO,2026-08-15,estimate,epsEst,FY2026-10-31,11.62543
AVGO,2026-08-08,estimate,epsEst,FY2026-10-31,11.62543
AVGO,2026-07-16,estimate,epsEst,FY2026-10-31,11.6237
AVGO,2026-06-16,estimate,epsEst,FY2026-10-31,11.61807
AVGO,2026-05-17,estimate,epsEst,FY2026-10-31,11.3812
AVGO,2026-08-15,estimate,epsEst,FY2027-10-31,19.53066
AVGO,2026-08-08,estimate,epsEst,FY2027-10-31,19.49196
AVGO,2026-07-16,estimate,epsEst,FY2027-10-31,19.39578
AVGO,2026-06-16,estimate,epsEst,FY2027-10-31,19.35046
AVGO,2026-05-17,estimate,epsEst,FY2027-10-31,18.0986
AVGO,2026-08-15,estimate,epsEstAvg,FQ2026-07-31,3.23823
AVGO,2026-08-15,estimate,epsEstLow,FQ2026-07-31,3.08
AVGO,2026-08-15,estimate,epsEstHigh,FQ2026-07-31,3.33
AVGO,2026-08-15,estimate,epsEstAnalysts,FQ2026-07-31,37.0
AVGO,2026-08-15,estimate,epsEstGrowth,FQ2026-07-31,0.9161
AVGO,2026-08-15,estimate,epsEstAvg,FQ2026-10-31,3.87377
AVGO,2026-08-15,estimate,epsEstLow,FQ2026-10-31,3.6
AVGO,2026-08-15,estimate,epsEstHigh,FQ2026-10-31,4.12
AVGO,2026-08-15,estimate,epsEstAnalysts,FQ2026-10-31,35.0
AVGO,2026-08-15,estimate,epsEstGrowth,FQ2026-10-31,0.9865
AVGO,2026-08-15,estimate,epsEstAvg,FY2026-10-31,11.62543
AVGO,2026-08-15,estimate,epsEstLow,FY2026-10-31,11.16
AVGO,2026-08-15,estimate,epsEstHigh,FY2026-10-31,12.1445
AVGO,2026-08-15,estimate,epsEstAnalysts,FY2026-10-31,44.0
AVGO,2026-08-15,estimate,epsEstGrowth,FY2026-10-31,0.7046
AVGO,2026-08-15,estimate,epsEstAvg,FY2027-10-31,19.53066
AVGO,2026-08-15,estimate,epsEstLow,FY2027-10-31,16.22
AVGO,2026-08-15,estimate,epsEstHigh,FY2027-10-31,22.01179
AVGO,2026-08-15,estimate,epsEstAnalysts,FY2027-10-31,46.0
AVGO,2026-08-15,estimate,epsEstGrowth,FY2027-10-31,0.68
AVGO,2026-08-15,estimate,revEstAvg,FQ2026-07-31,29435187950.0
AVGO,2026-08-15,estimate,revEstLow,FQ2026-07-31,29195000000.0
AVGO,2026-08-15,estimate,revEstHigh,FQ2026-07-31,29687000000.0
AVGO,2026-08-15,estimate,revEstAnalysts,FQ2026-07-31,36.0
AVGO,2026-08-15,estimate,revEstGrowth,FQ2026-07-31,0.84519994
AVGO,2026-08-15,estimate,revEstAvg,FQ2026-10-31,34934805800.0
AVGO,2026-08-15,estimate,revEstLow,FQ2026-10-31,33427000000.0
AVGO,2026-08-15,estimate,revEstHigh,FQ2026-10-31,37010000000.0
AVGO,2026-08-15,estimate,revEstAnalysts,FQ2026-10-31,34.0
AVGO,2026-08-15,estimate,revEstGrowth,FQ2026-10-31,0.9392
AVGO,2026-08-15,estimate,revEstAvg,FY2026-10-31,106039607190.0
AVGO,2026-08-15,estimate,revEstLow,FY2026-10-31,104331000000.0
AVGO,2026-08-15,estimate,revEstHigh,FY2026-10-31,109132063510.0
AVGO,2026-08-15,estimate,revEstAnalysts,FY2026-10-31,43.0
AVGO,2026-08-15,estimate,revEstGrowth,FY2026-10-31,0.65980005
AVGO,2026-08-15,estimate,revEstAvg,FY2027-10-31,173526945620.0
AVGO,2026-08-15,estimate,revEstLow,FY2027-10-31,114715000000.0
AVGO,2026-08-15,estimate,revEstHigh,FY2027-10-31,200118493840.0
AVGO,2026-08-15,estimate,revEstAnalysts,FY2027-10-31,48.0
AVGO,2026-08-15,estimate,revEstGrowth,FY2027-10-31,0.6364
AVGO,2026-08-15,estimate,epsRevUp7,FQ2026-07-31,1.0
AVGO,2026-08-15,estimate,epsRevUp30,FQ2026-07-31,25.0
AVGO,2026-08-15,estimate,epsRevDown7,FQ2026-07-31,0.0
AVGO,2026-08-15,estimate,epsRevDown30,FQ2026-07-31,9.0
AVGO,2026-08-15,estimate,epsRevUp7,FQ2026-10-31,1.0
AVGO,2026-08-15,estimate,epsRevUp30,FQ2026-10-31,24.0
AVGO,2026-08-15,estimate,epsRevDown7,FQ2026-10-31,0.0
AVGO,2026-08-15,estimate,epsRevDown30,FQ2026-10-31,8.0
AVGO,2026-08-15,estimate,epsRevUp7,FY2026-10-31,2.0
AVGO,2026-08-15,estimate,epsRevUp30,FY2026-10-31,2.0
AVGO,2026-08-15,estimate,epsRevDown7,FY2026-10-31,0.0
AVGO,2026-08-15,estimate,epsRevDown30,FY2026-10-31,1.0
AVGO,2026-08-15,estimate,epsRevUp7,FY2027-10-31,2.0
AVGO,2026-08-15,estimate,epsRevUp30,FY2027-10-31,2.0
AVGO,2026-08-15,estimate,epsRevDown7,FY2027-10-31,0.0
AVGO,2026-08-15,estimate,epsRevDown30,FY2027-10-31,0.0
AMD,2026-08-15,estimate,epsEst,FQ2026-09-30,1.92529
AMD,2026-08-08,estimate,epsEst,FQ2026-09-30,1.92529
AMD,2026-07-16,estimate,epsEst,FQ2026-09-30,1.82489
AMD,2026-06-16,estimate,epsEst,FQ2026-09-30,1.80954
AMD,2026-05-17,estimate,epsEst,FQ2026-09-30,1.80339
AMD,2026-08-15,estimate,epsEst,FQ2026-12-31,2.65274
AMD,2026-08-08,estimate,epsEst,FQ2026-12-31,2.65274
AMD,2026-07-16,estimate,epsEst,FQ2026-12-31,2.59682
AMD,2026-06-16,estimate,epsEst,FQ2026-12-31,2.58139
AMD,2026-05-17,estimate,epsEst,FQ2026-12-31,2.58113
AMD,2026-08-15,estimate,epsEst,FY2026-12-31,7.56141
AMD,2026-08-08,estimate,epsEst,FY2026-12-31,7.56141
AMD,2026-07-16,estimate,epsEst,FY2026-12-31,7.41098
AMD,2026-06-16,estimate,epsEst,FY2026-12-31,7.3672
AMD,2026-05-17,estimate,epsEst,FY2026-12-31,7.36111
AMD,2026-08-15,estimate,epsEst,FY2027-12-31,15.45987
AMD,2026-08-08,estimate,epsEst,FY2027-12-31,15.45987
AMD,2026-07-16,estimate,epsEst,FY2027-12-31,13.33059
AMD,2026-06-16,estimate,epsEst,FY2027-12-31,13.1035
AMD,2026-05-17,estimate,epsEst,FY2027-12-31,12.95421
AMD,2026-08-15,estimate,epsEstAvg,FQ2026-09-30,1.92529
AMD,2026-08-15,estimate,epsEstLow,FQ2026-09-30,1.72
AMD,2026-08-15,estimate,epsEstHigh,FQ2026-09-30,2.03
AMD,2026-08-15,estimate,epsEstAnalysts,FQ2026-09-30,37.0
AMD,2026-08-15,estimate,epsEstGrowth,FQ2026-09-30,0.6044
AMD,2026-08-15,estimate,epsEstAvg,FQ2026-12-31,2.65274
AMD,2026-08-15,estimate,epsEstLow,FQ2026-12-31,1.93
AMD,2026-08-15,estimate,epsEstHigh,FQ2026-12-31,3.22
AMD,2026-08-15,estimate,epsEstAnalysts,FQ2026-12-31,37.0
AMD,2026-08-15,estimate,epsEstGrowth,FQ2026-12-31,0.7338
AMD,2026-08-15,estimate,epsEstAvg,FY2026-12-31,7.56141
AMD,2026-08-15,estimate,epsEstLow,FY2026-12-31,7.0
AMD,2026-08-15,estimate,epsEstHigh,FY2026-12-31,8.2
AMD,2026-08-15,estimate,epsEstAnalysts,FY2026-12-31,45.0
AMD,2026-08-15,estimate,epsEstGrowth,FY2026-12-31,0.8133
AMD,2026-08-15,estimate,epsEstAvg,FY2027-12-31,15.45987
AMD,2026-08-15,estimate,epsEstLow,FY2027-12-31,10.77
AMD,2026-08-15,estimate,epsEstHigh,FY2027-12-31,19.96
AMD,2026-08-15,estimate,epsEstAnalysts,FY2027-12-31,44.0
AMD,2026-08-15,estimate,epsEstGrowth,FY2027-12-31,1.0446
AMD,2026-08-15,estimate,revEstAvg,FQ2026-09-30,12992722440.0
AMD,2026-08-15,estimate,revEstLow,FQ2026-09-30,12100000000.0
AMD,2026-08-15,estimate,revEstHigh,FQ2026-09-30,14019000000.0
AMD,2026-08-15,estimate,revEstAnalysts,FQ2026-09-30,37.0
AMD,2026-08-15,estimate,revEstGrowth,FQ2026-09-30,0.4052
AMD,2026-08-15,estimate,revEstAvg,FQ2026-12-31,16096169100.0
AMD,2026-08-15,estimate,revEstLow,FQ2026-12-31,13292000000.0
AMD,2026-08-15,estimate,revEstHigh,FQ2026-12-31,17830500000.0
AMD,2026-08-15,estimate,revEstAnalysts,FQ2026-12-31,37.0
AMD,2026-08-15,estimate,revEstGrowth,FQ2026-12-31,0.5673
AMD,2026-08-15,estimate,revEstAvg,FY2026-12-31,50781391960.0
AMD,2026-08-15,estimate,revEstLow,FY2026-12-31,48339000000.0
AMD,2026-08-15,estimate,revEstHigh,FY2026-12-31,52659500000.0
AMD,2026-08-15,estimate,revEstAnalysts,FY2026-12-31,44.0
AMD,2026-08-15,estimate,revEstGrowth,FY2026-12-31,0.466
AMD,2026-08-15,estimate,revEstAvg,FY2027-12-31,87336149860.0
AMD,2026-08-15,estimate,revEstLow,FY2027-12-31,61257000000.0
AMD,2026-08-15,estimate,revEstHigh,FY2027-12-31,116095000000.0
AMD,2026-08-15,estimate,revEstAnalysts,FY2027-12-31,48.0
AMD,2026-08-15,estimate,revEstGrowth,FY2027-12-31,0.71980006
AMD,2026-08-15,estimate,epsRevUp7,FQ2026-09-30,22.0
AMD,2026-08-15,estimate,epsRevUp30,FQ2026-09-30,25.0
AMD,2026-08-15,estimate,epsRevDown7,FQ2026-09-30,4.0
AMD,2026-08-15,estimate,epsRevDown30,FQ2026-09-30,3.0
AMD,2026-08-15,estimate,epsRevUp7,FQ2026-12-31,17.0
AMD,2026-08-15,estimate,epsRevUp30,FQ2026-12-31,21.0
AMD,2026-08-15,estimate,epsRevDown7,FQ2026-12-31,10.0
AMD,2026-08-15,estimate,epsRevDown30,FQ2026-12-31,7.0
AMD,2026-08-15,estimate,epsRevUp7,FY2026-12-31,28.0
AMD,2026-08-15,estimate,epsRevUp30,FY2026-12-31,32.0
AMD,2026-08-15,estimate,epsRevDown7,FY2026-12-31,9.0
AMD,2026-08-15,estimate,epsRevDown30,FY2026-12-31,5.0
AMD,2026-08-15,estimate,epsRevUp7,FY2027-12-31,29.0
AMD,2026-08-15,estimate,epsRevUp30,FY2027-12-31,33.0
AMD,2026-08-15,estimate,epsRevDown7,FY2027-12-31,5.0
AMD,2026-08-15,estimate,epsRevDown30,FY2027-12-31,2.0
QCOM,2026-08-15,estimate,epsEst,FQ2026-09-30,2.15586
QCOM,2026-08-08,estimate,epsEst,FQ2026-09-30,2.16993
QCOM,2026-07-16,estimate,epsEst,FQ2026-09-30,2.38003
QCOM,2026-06-16,estimate,epsEst,FQ2026-09-30,2.35134
QCOM,2026-05-17,estimate,epsEst,FQ2026-09-30,2.35134
QCOM,2026-08-15,estimate,epsEst,FQ2026-12-31,2.29732
QCOM,2026-08-08,estimate,epsEst,FQ2026-12-31,2.34844
QCOM,2026-07-16,estimate,epsEst,FQ2026-12-31,2.68368
QCOM,2026-06-16,estimate,epsEst,FQ2026-12-31,2.67046
QCOM,2026-05-17,estimate,epsEst,FQ2026-12-31,2.67046
QCOM,2026-08-15,estimate,epsEst,FY2026-09-30,10.52302
QCOM,2026-08-08,estimate,epsEst,FY2026-09-30,10.53313
QCOM,2026-07-16,estimate,epsEst,FY2026-09-30,10.81398
QCOM,2026-06-16,estimate,epsEst,FY2026-09-30,10.80011
QCOM,2026-05-17,estimate,epsEst,FY2026-09-30,10.80011
QCOM,2026-08-15,estimate,epsEst,FY2027-09-30,10.20195
QCOM,2026-08-08,estimate,epsEst,FY2027-09-30,10.28783
QCOM,2026-07-16,estimate,epsEst,FY2027-09-30,11.04315
QCOM,2026-06-16,estimate,epsEst,FY2027-09-30,10.66716
QCOM,2026-05-17,estimate,epsEst,FY2027-09-30,10.63617
QCOM,2026-08-15,estimate,epsEstAvg,FQ2026-09-30,2.15586
QCOM,2026-08-15,estimate,epsEstLow,FQ2026-09-30,2.09
QCOM,2026-08-15,estimate,epsEstHigh,FQ2026-09-30,2.24
QCOM,2026-08-15,estimate,epsEstAnalysts,FQ2026-09-30,27.0
QCOM,2026-08-15,estimate,epsEstGrowth,FQ2026-09-30,-0.2814
QCOM,2026-08-15,estimate,epsEstAvg,FQ2026-12-31,2.29732
QCOM,2026-08-15,estimate,epsEstLow,FQ2026-12-31,2.0
QCOM,2026-08-15,estimate,epsEstHigh,FQ2026-12-31,2.95
QCOM,2026-08-15,estimate,epsEstAnalysts,FQ2026-12-31,27.0
QCOM,2026-08-15,estimate,epsEstGrowth,FQ2026-12-31,-0.3436
QCOM,2026-08-15,estimate,epsEstAvg,FY2026-09-30,10.52302
QCOM,2026-08-15,estimate,epsEstLow,FY2026-09-30,10.44
QCOM,2026-08-15,estimate,epsEstHigh,FY2026-09-30,10.61
QCOM,2026-08-15,estimate,epsEstAnalysts,FY2026-09-30,30.0
QCOM,2026-08-15,estimate,epsEstGrowth,FY2026-09-30,-0.12529999
QCOM,2026-08-15,estimate,epsEstAvg,FY2027-09-30,10.20195
QCOM,2026-08-15,estimate,epsEstLow,FY2027-09-30,8.83
QCOM,2026-08-15,estimate,epsEstHigh,FY2027-09-30,12.24
QCOM,2026-08-15,estimate,epsEstAnalysts,FY2027-09-30,34.0
QCOM,2026-08-15,estimate,epsEstGrowth,FY2027-09-30,-0.0305
QCOM,2026-08-15,estimate,revEstAvg,FQ2026-09-30,10145195930.0
QCOM,2026-08-15,estimate,revEstLow,FQ2026-09-30,9847400000.0
QCOM,2026-08-15,estimate,revEstHigh,FQ2026-09-30,10700000000.0
QCOM,2026-08-15,estimate,revEstAnalysts,FQ2026-09-30,26.0
QCOM,2026-08-15,estimate,revEstGrowth,FQ2026-09-30,-0.0998
QCOM,2026-08-15,estimate,revEstAvg,FQ2026-12-31,10585313160.0
QCOM,2026-08-15,estimate,revEstLow,FQ2026-12-31,9880605000.0
QCOM,2026-08-15,estimate,revEstHigh,FQ2026-12-31,11960000000.0
QCOM,2026-08-15,estimate,revEstAnalysts,FQ2026-12-31,23.0
QCOM,2026-08-15,estimate,revEstGrowth,FQ2026-12-31,-0.136
QCOM,2026-08-15,estimate,revEstAvg,FY2026-09-30,42951447040.0
QCOM,2026-08-15,estimate,revEstLow,FY2026-09-30,42774660570.0
QCOM,2026-08-15,estimate,revEstHigh,FY2026-09-30,43500000000.0
QCOM,2026-08-15,estimate,revEstAnalysts,FY2026-09-30,29.0
QCOM,2026-08-15,estimate,revEstGrowth,FY2026-09-30,-0.0269
QCOM,2026-08-15,estimate,revEstAvg,FY2027-09-30,44809220420.0
QCOM,2026-08-15,estimate,revEstLow,FY2027-09-30,41657000000.0
QCOM,2026-08-15,estimate,revEstHigh,FY2027-09-30,47100000000.0
QCOM,2026-08-15,estimate,revEstAnalysts,FY2027-09-30,33.0
QCOM,2026-08-15,estimate,revEstGrowth,FY2027-09-30,0.0433
QCOM,2026-08-15,estimate,epsRevUp7,FQ2026-09-30,0.0
QCOM,2026-08-15,estimate,epsRevUp30,FQ2026-09-30,1.0
QCOM,2026-08-15,estimate,epsRevDown7,FQ2026-09-30,3.0
QCOM,2026-08-15,estimate,epsRevDown30,FQ2026-09-30,24.0
QCOM,2026-08-15,estimate,epsRevUp7,FQ2026-12-31,0.0
QCOM,2026-08-15,estimate,epsRevUp30,FQ2026-12-31,1.0
QCOM,2026-08-15,estimate,epsRevDown7,FQ2026-12-31,2.0
QCOM,2026-08-15,estimate,epsRevDown30,FQ2026-12-31,23.0
QCOM,2026-08-15,estimate,epsRevUp7,FY2026-09-30,0.0
QCOM,2026-08-15,estimate,epsRevUp30,FY2026-09-30,1.0
QCOM,2026-08-15,estimate,epsRevDown7,FY2026-09-30,3.0
QCOM,2026-08-15,estimate,epsRevDown30,FY2026-09-30,26.0
QCOM,2026-08-15,estimate,epsRevUp7,FY2027-09-30,1.0
QCOM,2026-08-15,estimate,epsRevUp30,FY2027-09-30,3.0
QCOM,2026-08-15,estimate,epsRevDown7,FY2027-09-30,2.0
QCOM,2026-08-15,estimate,epsRevDown30,FY2027-09-30,26.0
TXN,2026-08-15,estimate,epsEst,FQ2026-09-30,2.41539
TXN,2026-08-08,estimate,epsEst,FQ2026-09-30,2.15973
TXN,2026-07-16,estimate,epsEst,FQ2026-09-30,2.12382
TXN,2026-06-16,estimate,epsEst,FQ2026-09-30,2.12382
TXN,2026-05-17,estimate,epsEst,FQ2026-09-30,2.12382
TXN,2026-08-15,estimate,epsEst,FQ2026-12-31,2.27793
TXN,2026-08-08,estimate,epsEst,FQ2026-12-31,2.03887
TXN,2026-07-16,estimate,epsEst,FQ2026-12-31,1.99959
TXN,2026-06-16,estimate,epsEst,FQ2026-12-31,1.99959
TXN,2026-05-17,estimate,epsEst,FQ2026-12-31,1.9922
TXN,2026-08-15,estimate,epsEst,FY2026-12-31,8.50003
TXN,2026-08-08,estimate,epsEst,FY2026-12-31,7.77354
TXN,2026-07-16,estimate,epsEst,FY2026-12-31,7.68001
TXN,2026-06-16,estimate,epsEst,FY2026-12-31,7.68415
TXN,2026-05-17,estimate,epsEst,FY2026-12-31,7.68968
TXN,2026-08-15,estimate,epsEst,FY2027-12-31,10.03407
TXN,2026-08-08,estimate,epsEst,FY2027-12-31,9.10749
TXN,2026-07-16,estimate,epsEst,FY2027-12-31,8.89054
TXN,2026-06-16,estimate,epsEst,FY2027-12-31,8.88838
TXN,2026-05-17,estimate,epsEst,FY2027-12-31,8.84209
TXN,2026-08-15,estimate,epsEstAvg,FQ2026-09-30,2.41539
TXN,2026-08-15,estimate,epsEstLow,FQ2026-09-30,2.26
TXN,2026-08-15,estimate,epsEstHigh,FQ2026-09-30,2.51
TXN,2026-08-15,estimate,epsEstAnalysts,FQ2026-09-30,24.0
TXN,2026-08-15,estimate,epsEstGrowth,FQ2026-09-30,0.632
TXN,2026-08-15,estimate,epsEstAvg,FQ2026-12-31,2.27793
TXN,2026-08-15,estimate,epsEstLow,FQ2026-12-31,2.11
TXN,2026-08-15,estimate,epsEstHigh,FQ2026-12-31,2.43381
TXN,2026-08-15,estimate,epsEstAnalysts,FQ2026-12-31,24.0
TXN,2026-08-15,estimate,epsEstGrowth,FQ2026-12-31,0.7936
TXN,2026-08-15,estimate,epsEstAvg,FY2026-12-31,8.50003
TXN,2026-08-15,estimate,epsEstLow,FY2026-12-31,8.08
TXN,2026-08-15,estimate,epsEstHigh,FY2026-12-31,8.71
TXN,2026-08-15,estimate,epsEstAnalysts,FY2026-12-31,25.0
TXN,2026-08-15,estimate,epsEstGrowth,FY2026-12-31,0.5596
TXN,2026-08-15,estimate,epsEstAvg,FY2027-12-31,10.03407
TXN,2026-08-15,estimate,epsEstLow,FY2027-12-31,8.52
TXN,2026-08-15,estimate,epsEstHigh,FY2027-12-31,13.5
TXN,2026-08-15,estimate,epsEstAnalysts,FY2027-12-31,28.0
TXN,2026-08-15,estimate,epsEstGrowth,FY2027-12-31,0.18049999
TXN,2026-08-15,estimate,revEstAvg,FQ2026-09-30,5907811310.0
TXN,2026-08-15,estimate,revEstLow,FQ2026-09-30,5701950650.0
TXN,2026-08-15,estimate,revEstHigh,FQ2026-09-30,6063930000.0
TXN,2026-08-15,estimate,revEstAnalysts,FQ2026-09-30,25.0
TXN,2026-08-15,estimate,revEstGrowth,FQ2026-09-30,0.2458
TXN,2026-08-15,estimate,revEstAvg,FQ2026-12-31,5717152400.0
TXN,2026-08-15,estimate,revEstLow,FQ2026-12-31,5188000000.0
TXN,2026-08-15,estimate,revEstHigh,FQ2026-12-31,5962700000.0
TXN,2026-08-15,estimate,revEstAnalysts,FQ2026-12-31,25.0
TXN,2026-08-15,estimate,revEstGrowth,FQ2026-12-31,0.2926
TXN,2026-08-15,estimate,revEstAvg,FY2026-12-31,21902801980.0
TXN,2026-08-15,estimate,revEstLow,FY2026-12-31,21368292540.0
TXN,2026-08-15,estimate,revEstHigh,FY2026-12-31,22169000000.0
TXN,2026-08-15,estimate,revEstAnalysts,FY2026-12-31,30.0
TXN,2026-08-15,estimate,revEstGrowth,FY2026-12-31,0.2387
TXN,2026-08-15,estimate,revEstAvg,FY2027-12-31,24824395450.0
TXN,2026-08-15,estimate,revEstLow,FY2027-12-31,22800000000.0
TXN,2026-08-15,estimate,revEstHigh,FY2027-12-31,29603000000.0
TXN,2026-08-15,estimate,revEstAnalysts,FY2027-12-31,33.0
TXN,2026-08-15,estimate,revEstGrowth,FY2027-12-31,0.13340001
TXN,2026-08-15,estimate,epsRevUp7,FQ2026-09-30,22.0
TXN,2026-08-15,estimate,epsRevUp30,FQ2026-09-30,23.0
TXN,2026-08-15,estimate,epsRevDown7,FQ2026-09-30,0.0
TXN,2026-08-15,estimate,epsRevDown30,FQ2026-09-30,0.0
TXN,2026-08-15,estimate,epsRevUp7,FQ2026-12-31,22.0
TXN,2026-08-15,estimate,epsRevUp30,FQ2026-12-31,23.0
TXN,2026-08-15,estimate,epsRevDown7,FQ2026-12-31,0.0
TXN,2026-08-15,estimate,epsRevDown30,FQ2026-12-31,0.0
TXN,2026-08-15,estimate,epsRevUp7,FY2026-12-31,25.0
TXN,2026-08-15,estimate,epsRevUp30,FY2026-12-31,25.0
TXN,2026-08-15,estimate,epsRevDown7,FY2026-12-31,0.0
