ticker,as_of,insider,position,transaction,shares,value,ownership
NVDA,2026-08-10,NORA JOHNSON SUZANNE M,Director,Stock Award(Grant) at price 0.00 per share.,2410,0.0,D
NVDA,2026-08-05,COXE TENCH C,Director,Stock Gift at price 0.00 per share.,500000,0.0,I
NVDA,2026-07-01,COXE TENCH C,Director,Stock Gift at price 0.00 per share.,500000,0.0,I
NVDA,2026-06-25,NEAL STEPHEN C.,Director,Stock Award(Grant) at price 0.00 per share.,1211,0.0,D
NVDA,2026-06-25,DABIRI JOHN O,Director,Stock Award(Grant) at price 0.00 per share.,1211,0.0,D
NVDA,2026-06-25,SHAH AARTI S,Director,Stock Award(Grant) at price 0.00 per share.,1211,0.0,D
NVDA,2026-06-25,STEVENS MARK A,Director,Stock Award(Grant) at price 0.00 per share.,1211,0.0,D
NVDA,2026-06-25,JONES HARVEY C JR.,Director,Stock Award(Grant) at price 0.00 per share.,1211,0.0,D
NVDA,2026-06-25,COXE TENCH C,Director,Stock Award(Grant) at price 0.00 per share.,1211,0.0,D
NVDA,2026-06-25,LORA MELISSA,Director,Stock Award(Grant) at price 0.00 per share.,1211,0.0,D
NVDA,2026-06-25,SEAWELL A BROOKE,Director,Stock Award(Grant) at price 0.00 per share.,1211,0.0,D
NVDA,2026-06-25,HUDSON BEACH DAWN E,Director,Stock Award(Grant) at price 0.00 per share.,1211,0.0,D
NVDA,2026-06-18,STEVENS MARK A,Director,Sale at price 209.70 - 210.44 per share.,885000,185999938.0,I
NVDA,2026-06-16,HUANG JEN-HSUN,Chief Executive Officer,Stock Gift at price 0.00 per share.,400000,0.0,I
NVDA,2026-06-08,GAWEL SCOTT,Officer,Stock Award(Grant) at price 0.00 per share.,59509,0.0,D
NVDA,2026-06-04,STEVENS MARK A,Director,Stock Gift at price 0.00 per share.,307500,0.0,I
NVDA,2026-06-04,STEVENS MARK A,Director,Sale at price 217.66 - 222.38 per share.,1000000,221102600.0,I
NVDA,2026-06-03,NEAL STEPHEN C.,Director,Sale at price 215.73 per share.,15500,3343863.0,I
NVDA,2026-05-27,DABIRI JOHN O,Director,Sale at price 214.00 per share.,625,133750.0,D
NVDA,2026-03-20,ROBERTSON DONALD F JR,Officer,Sale at price 172.58 - 177.31 per share.,5396,942944.0,D
NVDA,2026-03-20,KRESS COLETTE M.,Chief Financial Officer,Sale at price 171.97 - 177.51 per share.,62650,10956706.0,D/I
NVDA,2026-03-20,STEVENS MARK A,Director,Sale at price 172.61 - 174.57 per share.,221682,38502524.0,I
NVDA,2026-03-19,SHAH AARTI S,Director,Sale at price 176.27 - 177.73 per share.,19000,3357549.0,D
NVDA,2026-03-18,PURI AJAY K,Officer,Sale at price 181.31 - 182.94 per share.,300000,54676140.0,I
NVDA,2026-03-18,HUANG JEN-HSUN,Chief Executive Officer,Stock Gift at price 0.00 per share.,58962602,0.0,I
NVDA,2026-03-17,SEAWELL A BROOKE,Director,Stock Gift at price 0.00 per share.,530,0.0,D
NVDA,2026-03-13,DABIRI JOHN O,Director,Sale at price 184.90 per share.,3004,555440.0,D
NVDA,2026-03-10,PURI AJAY K,Officer,Sale at price 182.47 - 183.11 per share.,300000,54756044.0,I
NVDA,2026-03-09,TETER TIMOTHY S,General Counsel,Stock Award(Grant) at price 0.00 per share.,47048,0.0,D
NVDA,2026-03-09,KRESS COLETTE M.,Chief Financial Officer,Stock Award(Grant) at price 0.00 per share.,47048,0.0,D
NVDA,2026-03-09,SHOQUIST DEBORA C,Officer,Stock Award(Grant) at price 0.00 per share.,47048,0.0,D
NVDA,2026-03-09,PURI AJAY K,Officer,Stock Award(Grant) at price 0.00 per share.,47048,0.0,D
NVDA,2026-03-02,TETER TIMOTHY S,General Counsel,Stock Award(Grant) at price 0.00 per share.,98328,0.0,D
NVDA,2026-03-02,KRESS COLETTE M.,Chief Financial Officer,Stock Award(Grant) at price 0.00 per share.,106660,0.0,D
NVDA,2026-03-02,HUANG JEN-HSUN,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,936771,0.0,D
NVDA,2026-03-02,SHOQUIST DEBORA C,Officer,Stock Award(Grant) at price 0.00 per share.,98328,0.0,D
NVDA,2026-03-02,PURI AJAY K,Officer,Stock Award(Grant) at price 0.00 per share.,103278,0.0,D
NVDA,2026-02-04,KRESS COLETTE M.,Chief Financial Officer,Sale at price 172.40 - 179.16 per share.,47640,8371233.0,D/I
NVDA,2026-01-21,PURI AJAY K,Officer,Sale at price 180.04 per share.,200000,36007160.0,I
NVDA,2026-01-13,KRESS COLETTE M.,Chief Financial Officer,Sale at price 184.15 - 187.73 per share.,47640,8809582.0,D/I
NVDA,2026-01-07,PURI AJAY K,Officer,Sale at price 187.25 - 188.58 per share.,200000,37563619.0,I
NVDA,2026-01-02,ROBERTSON DONALD F JR,Officer,Sale at price 188.85 - 192.49 per share.,80000,15187742.0,D
NVDA,2025-12-19,ROBERTSON DONALD F JR,Officer,Sale at price 176.91 - 180.88 per share.,24590,4425727.0,D
NVDA,2025-12-19,STEVENS MARK A,Director,Sale at price 180.17 per share.,222500,40087380.0,I
NVDA,2025-12-18,STEVENS MARK A,Director,Stock Gift at price 0.00 per share.,258650,0.0,I
NVDA,2025-12-17,KRESS COLETTE M.,Chief Financial Officer,Stock Gift at price 0.00 per share.,113182,0.0,D
NVDA,2025-12-17,HUANG JEN-HSUN,Chief Executive Officer,Stock Gift at price 0.00 per share.,141488,0.0,I
NVDA,2025-12-15,JONES HARVEY C JR.,Director,Sale at price 177.33 per share.,250000,44333450.0,I
NVDA,2025-12-12,KRESS COLETTE M.,Chief Financial Officer,Sale at price 175.26 - 182.06 per share.,50500,8994793.0,D/I
NVDA,2025-12-12,SHOQUIST DEBORA C,Officer,Sale at price 175.14 - 185.16 per share.,229840,41414515.0,I
NVDA,2025-12-09,SHOQUIST DEBORA C,Officer,Sale at price 184.25 - 185.55 per share.,80000,14771657.0,I
NVDA,2025-12-05,STEVENS MARK A,Director,Sale at price 181.73 per share.,350000,63604065.0,I
NVDA,2025-12-02,SEAWELL A BROOKE,Director,Sale at price 183.93 per share.,12728,2341117.0,I
NVDA,2025-11-24,DABIRI JOHN O,Director,Sale at price 179.42 per share.,626,112317.0,D
NVDA,2025-11-24,SEAWELL A BROOKE,Director,Stock Gift at price 0.00 per share.,520000,0.0,I
NVDA,2025-11-03,KRESS COLETTE M.,Chief Financial Officer,Sale at price 207.03 - 210.86 per share.,47640,9924869.0,D/I
NVDA,2025-10-29,HUANG JEN-HSUN,Chief Executive Officer,Sale at price 205.65 - 211.76 per share.,25000,5197790.0,D
NVDA,2025-10-28,HUANG JEN-HSUN,Chief Executive Officer,Sale at price 184.24 - 202.64 per share.,125000,23558262.0,D
NVDA,2025-10-23,HUANG JEN-HSUN,Chief Executive Officer,Sale at price 177.57 - 183.27 per share.,225000,40734400.0,D
NVDA,2025-10-21,KRESS COLETTE M.,Chief Financial Officer,Sale at price 180.41 - 182.17 per share.,47640,8642640.0,D/I
AVGO,2026-07-10,BRAZEAL MARK DAVID,Officer,Sale at price 401.33 per share.,25000,10033225.0,D
AVGO,2026-07-10,DELLY GAYLA J,Director,Stock Gift at price 0.00 per share.,500,0.0,D
AVGO,2026-07-08,BRAZEAL MARK DAVID,Officer,Sale at price 379.19 per share.,25000,9479700.0,D
AVGO,2026-07-08,DELLY GAYLA J,Director,Sale at price 385.38 per share.,1890,728368.0,D
AVGO,2026-06-29,PAGE JUSTINE F.,Director,Sale at price 373.86 per share.,1602,598916.0,D
AVGO,2026-06-25,BRAZEAL MARK DAVID,Officer,Sale at price 387.00 per share.,25000,9675000.0,D
AVGO,2026-06-24,SAMUELI HENRY,Director,Sale at price 377.61 - 388.17 per share.,654241,250005852.0,I
AVGO,2026-06-24,SAMUELI HENRY,Director,Stock Gift at price 0.00 per share.,336893,0.0,D/I
AVGO,2026-06-17,BRAZEAL MARK DAVID,Officer,Sale at price 377.10 - 400.29 per share.,8152,3175919.0,D
AVGO,2026-06-15,O TOOLE AMIE THUENER,Chief Financial Officer,Stock Award(Grant) at price 0.00 per share.,50000,0.0,D
AVGO,2026-06-11,YOU HARRY L,Director,Purchase at price 373.57 per share.,1000,373570.0,D
AVGO,2026-04-21,SAMUELI HENRY,Director,Stock Award(Grant) at price 0.00 per share.,864,0.0,D
AVGO,2026-04-20,YOU HARRY L,Director,Stock Award(Grant) at price 0.00 per share.,864,0.0,D
AVGO,2026-04-20,BRYANT DIANE M,Director,Stock Award(Grant) at price 0.00 per share.,864,0.0,D
AVGO,2026-04-20,LOW CHECK KIAN,Director,Stock Award(Grant) at price 0.00 per share.,864,0.0,D
AVGO,2026-04-20,PAGE JUSTINE F.,Director,Stock Award(Grant) at price 0.00 per share.,864,0.0,D
AVGO,2026-04-20,DELLY GAYLA J,Director,Stock Award(Grant) at price 0.00 per share.,864,0.0,D
AVGO,2026-04-20,HAO KENNETH Y,Director,Stock Award(Grant) at price 0.00 per share.,864,0.0,D
AVGO,2026-04-10,VELAGA S. RAM,Officer,Sale at price 370.52 per share.,8000,2964178.0,D
AVGO,2026-04-09,VELAGA S. RAM,Officer,Sale at price 352.02 - 352.12 per share.,30215,10638012.0,D
AVGO,2026-04-09,DELLY GAYLA J,Director,Sale at price 358.31 per share.,1000,358310.0,D
AVGO,2026-04-08,PAGE JUSTINE F.,Director,Sale at price 353.00 per share.,2018,712354.0,D
AVGO,2026-04-08,KAWWAS CHARLIE B,Officer,Sale at price 345.23 per share.,10000,3452270.0,I
AVGO,2026-04-08,TAN HOCK E,Chief Executive Officer,Stock Gift at price 0.00 per share.,22000,0.0,D
AVGO,2026-03-17,VELAGA S. RAM,Officer,Sale at price 317.95 - 328.77 per share.,64379,20819103.0,D
AVGO,2026-03-17,SPEARS KIRSTEN MARGRETA,Chief Financial Officer,Sale at price 318.05 - 328.52 per share.,60154,19452716.0,D
AVGO,2026-03-17,BRAZEAL MARK DAVID,Officer,Sale at price 317.97 - 328.84 per share.,83682,27061694.0,D
AVGO,2026-03-17,KAWWAS CHARLIE B,Officer,Sale at price 317.97 - 328.70 per share.,64834,20966675.0,D
AVGO,2026-03-02,BRAZEAL MARK DAVID,Officer,Stock Award(Grant) at price 0.00 per share.,151250,0.0,D
AVGO,2026-03-02,KAWWAS CHARLIE B,Officer,Stock Award(Grant) at price 0.00 per share.,125000,0.0,D
AVGO,2026-03-02,VELAGA S. RAM,Officer,Stock Award(Grant) at price 0.00 per share.,125000,0.0,D
AVGO,2026-03-02,SPEARS KIRSTEN MARGRETA,Chief Financial Officer,Stock Award(Grant) at price 0.00 per share.,110640,0.0,D
AVGO,2026-01-06,TAN HOCK E,Chief Executive Officer,Sale at price 346.75 - 348.28 per share.,70000,24310684.0,D
AVGO,2026-01-06,BRAZEAL MARK DAVID,Officer,Sale at price 346.99 - 347.66 per share.,30000,10413693.0,D
AVGO,2025-12-31,SPEARS KIRSTEN MARGRETA,Chief Financial Officer,Sale at price 346.64 - 347.82 per share.,30000,10434603.0,D
AVGO,2025-12-26,BRAZEAL MARK DAVID,Officer,Sale at price 352.07 per share.,25921,9126058.0,D
AVGO,2025-12-23,TAN HOCK E,Chief Executive Officer,Sale at price 339.11 - 349.85 per share.,100000,34564807.0,I
AVGO,2025-12-18,TAN HOCK E,Chief Executive Officer,Sale at price 326.02 per share.,130000,42382600.0,I
AVGO,2025-12-18,YOU HARRY L,Director,Purchase at price 325.13 per share.,1000,325129.0,D
AVGO,2025-12-17,SPEARS KIRSTEN MARGRETA,Chief Financial Officer,Sale at price 322.58 - 346.49 per share.,6093,2028440.0,D
AVGO,2025-12-17,BRAZEAL MARK DAVID,Officer,Sale at price 322.29 - 345.01 per share.,38281,12542615.0,D
AVGO,2025-12-17,KAWWAS CHARLIE B,Officer,Sale at price 322.33 - 345.99 per share.,3163,1053112.0,D
AVGO,2025-12-16,BRAZEAL MARK DAVID,Officer,Sale at price 337.21 - 347.14 per share.,24527,8361500.0,D
AVGO,2025-12-16,PAGE JUSTINE F.,Director,Stock Gift at price 0.00 per share.,400,0.0,D
AVGO,2025-12-15,PAGE JUSTINE F.,Director,Sale at price 361.89 per share.,800,289512.0,D
AVGO,2025-12-08,SAMUELI HENRY,Director,Sale at price 398.14 - 407.01 per share.,320316,128297553.0,I
AVGO,2025-12-08,SAMUELI HENRY,Director,Stock Gift at price 0.00 per share.,68933,0.0,I
AVGO,2025-11-14,PAGE JUSTINE F.,Director,Sale at price 331.14 per share.,800,264912.0,D
AVGO,2025-10-14,PAGE JUSTINE F.,Director,Sale at price 350.15 per share.,800,280120.0,D
AVGO,2025-09-24,SAMUELI HENRY,Director,Sale at price 334.59 - 339.38 per share.,368797,124620222.0,I
AVGO,2025-09-24,SAMUELI HENRY,Director,Stock Gift at price 0.00 per share.,75678,0.0,I
AVGO,2025-09-23,TAN HOCK E,Chief Executive Officer,Sale at price 339.22 - 340.26 per share.,100000,33958393.0,I
AVGO,2025-09-17,BRAZEAL MARK DAVID,Officer,Sale at price 343.13 - 365.15 per share.,27204,9592387.0,D
AVGO,2025-09-17,KAWWAS CHARLIE B,Officer,Sale at price 343.93 - 365.32 per share.,6397,2256460.0,D
AVGO,2025-09-15,PAGE JUSTINE F.,Director,Sale at price 360.00 per share.,800,288000.0,D
AVGO,2025-09-10,TAN HOCK E,Chief Executive Officer,Sale at price 336.67 per share.,148154,49879007.0,I
AVGO,2025-09-10,TAN HOCK E,Chief Executive Officer,Sale at price 336.67 per share.,148514,50000208.0,I
AVGO,2025-09-10,YOU HARRY L,Director,Purchase at price 339.38 - 363.38 per share.,3550,1227870.0,D
AVGO,2025-08-14,PAGE JUSTINE F.,Director,Sale at price 307.46 per share.,800,245968.0,D
AVGO,2025-07-14,PAGE JUSTINE F.,Director,Sale at price 274.30 per share.,800,219440.0,D
AMD,2026-08-11,HAHN AVA M,General Counsel,Sale at price 474.75 per share.,143,67889.0,D
AMD,2026-07-15,PAPERMASTER MARK D,Chief Technology Officer,Sale at price 556.43 per share.,6000,3338580.0,D
AMD,2026-07-15,PAPERMASTER MARK D,Chief Technology Officer,Conversion of Exercise of derivative security at price 84.85 per share.,6000,509100.0,D
AMD,2026-06-15,PAPERMASTER MARK D,Chief Technology Officer,Sale at price 536.33 per share.,6000,3217980.0,D
AMD,2026-06-15,PAPERMASTER MARK D,Chief Technology Officer,Conversion of Exercise of derivative security at price 84.85 per share.,6000,509100.0,D
AMD,2026-06-12,SU LISA T,Chief Executive Officer,Stock Gift at price 0.00 per share.,30000,0.0,D
AMD,2026-06-10,SU LISA T,Chief Executive Officer,Sale at price 449.21 - 476.43 per share.,125000,57585715.0,D
AMD,2026-06-02,DENZEL NORA M,Director,Sale at price 522.00 per share.,10447,5453334.0,D
AMD,2026-05-20,NORROD FORREST EUGENE,Officer,Sale at price 427.80 - 435.91 per share.,19487,8406784.0,D
AMD,2026-05-20,NORROD FORREST EUGENE,Officer,Conversion of Exercise of derivative security at price 34.19 per share.,8237,281623.0,D
AMD,2026-05-13,SU LISA T,Chief Executive Officer,Sale at price 433.26 - 457.41 per share.,125000,55688359.0,D
AMD,2026-05-11,PAPERMASTER MARK D,Chief Technology Officer,Stock Gift at price 0.00 per share.,2350,0.0,D
AMD,2026-05-08,GRASBY PAUL DARREN,Officer,Sale at price 444.39 per share.,24376,10832451.0,D
AMD,2026-04-24,PAPERMASTER MARK D,Chief Technology Officer,Sale at price 350.00 per share.,31320,10962000.0,D
AMD,2026-04-16,PAPERMASTER MARK D,Chief Technology Officer,Sale at price 255.54 - 275.00 per share.,33109,8988215.0,D
AMD,2026-04-15,PAPERMASTER MARK D,Chief Technology Officer,Conversion of Exercise of derivative security at price 84.85 per share.,6000,509100.0,D
AMD,2026-04-06,PAPERMASTER MARK D,Chief Technology Officer,Sale at price 225.00 per share.,3293,740925.0,D
AMD,2026-03-12,SU LISA T,Chief Executive Officer,Sale at price 197.42 - 203.15 per share.,85000,16895157.0,D
AMD,2026-03-11,GRASBY PAUL DARREN,Officer,Sale at price 204.87 per share.,7500,1536525.0,D
AMD,2026-03-04,PAPERMASTER MARK D,Chief Technology Officer,Sale at price 200.00 per share.,3034,606800.0,D
AMD,2026-02-24,PAPERMASTER MARK D,Chief Technology Officer,Stock Gift at price 0.00 per share.,413212,0.0,D
AMD,2026-02-18,HAHN AVA M,General Counsel,Sale at price 198.65 per share.,286,56814.0,D
AMD,2026-02-17,HU JEAN X,Chief Financial Officer,Sale at price 196.78 - 205.12 per share.,19956,4023581.0,D
AMD,2026-02-11,SU LISA T,Chief Executive Officer,Sale at price 210.18 - 219.18 per share.,125000,26794875.0,D
AMD,2026-02-11,NORROD FORREST EUGENE,Officer,Sale at price 215.12 - 217.72 per share.,19450,4216969.0,D
AMD,2026-02-11,NORROD FORREST EUGENE,Officer,Conversion of Exercise of derivative security at price 34.19 per share.,8200,280358.0,D
AMD,2026-01-16,HAHN AVA M,General Counsel,Sale at price 234.42 per share.,2442,572454.0,D
AMD,2025-12-11,SU LISA T,Chief Executive Officer,Sale at price 210.79 - 221.47 per share.,125000,26891905.0,D
AMD,2025-12-10,SU LISA T,Chief Executive Officer,Stock Gift at price 0.00 per share.,100036,0.0,D/I
AMD,2025-12-04,GRASBY PAUL DARREN,Officer,Sale at price 218.77 per share.,10000,2187700.0,D
AMD,2025-12-02,PAPERMASTER MARK D,Chief Technology Officer,Stock Gift at price 0.00 per share.,500,0.0,D
AMD,2025-11-25,SU LISA T,Chief Executive Officer,Stock Gift at price 0.00 per share.,40000,0.0,D
AMD,2025-11-24,HU JEAN X,Chief Financial Officer,Sale at price 206.57 - 212.70 per share.,14506,3045741.0,D
AMD,2025-11-19,NORROD FORREST EUGENE,Officer,Sale at price 228.36 - 230.78 per share.,19450,4461296.0,D
AMD,2025-11-19,NORROD FORREST EUGENE,Officer,Conversion of Exercise of derivative security at price 34.19 per share.,8200,280358.0,D
AMD,2025-11-14,PAPERMASTER MARK D,Chief Technology Officer,Sale at price 235.87 - 243.98 per share.,17108,4107935.0,D
AMD,2025-11-14,PAPERMASTER MARK D,Chief Technology Officer,Conversion of Exercise of derivative security at price 34.19 per share.,17108,584923.0,D
AMD,2025-10-15,PAPERMASTER MARK D,Chief Technology Officer,Sale at price 221.42 - 226.17 per share.,16800,3767863.0,D
AMD,2025-10-15,PAPERMASTER MARK D,Chief Technology Officer,Conversion of Exercise of derivative security at price 34.19 per share.,16800,574392.0,D
AMD,2025-10-06,HAHN AVA M,General Counsel,Sale at price 226.01 per share.,2868,648197.0,D
AMD,2025-09-24,NORROD FORREST EUGENE,Officer,Sale at price 165.01 per share.,2250,371272.0,D
AMD,2025-09-15,PAPERMASTER MARK D,Chief Technology Officer,Sale at price 159.08 - 159.70 per share.,16800,2674513.0,D
AMD,2025-09-15,PAPERMASTER MARK D,Chief Technology Officer,Conversion of Exercise of derivative security at price 34.19 per share.,16800,574392.0,D
AMD,2025-09-10,NORROD FORREST EUGENE,Officer,Sale at price 160.04 - 163.94 per share.,17200,2768021.0,D
AMD,2025-09-10,NORROD FORREST EUGENE,Officer,Conversion of Exercise of derivative security at price 34.19 per share.,8200,280358.0,D
AMD,2025-09-02,HAHN AVA M,General Counsel,Sale at price 158.10 per share.,143,22608.0,D
AMD,2025-08-21,SU LISA T,Chief Executive Officer,Sale at price 163.06 - 165.45 per share.,225000,36893351.0,D
AMD,2025-08-21,SU LISA T,Chief Executive Officer,Conversion of Exercise of derivative security at price 34.19 per share.,224727,7683416.0,D
AMD,2025-08-15,PAPERMASTER MARK D,Chief Technology Officer,Stock Gift at price 0.00 per share.,32383,0.0,D
AMD,2025-08-15,PAPERMASTER MARK D,Chief Technology Officer,Sale at price 177.65 - 179.82 per share.,16800,2992244.0,D
AMD,2025-08-15,PAPERMASTER MARK D,Chief Technology Officer,Conversion of Exercise of derivative security at price 34.19 per share.,58875,574392.0,D
AMD,2025-08-13,OLSON JON A,Director,Stock Gift at price 0.00 per share.,2500,0.0,I
AMD,2025-08-12,GRASBY PAUL DARREN,Officer,Sale at price 173.21 per share.,10000,1732100.0,D
AMD,2025-07-15,PAPERMASTER MARK D,Chief Technology Officer,Sale at price 153.86 - 157.35 per share.,17998,2790187.0,D
AMD,2025-07-15,PAPERMASTER MARK D,Chief Technology Officer,Conversion of Exercise of derivative security at price 19.10 per share.,17998,343762.0,D
AMD,2025-06-13,PAPERMASTER MARK D,Chief Technology Officer,Sale at price 115.97 - 116.54 per share.,17500,2029996.0,D
AMD,2025-06-13,PAPERMASTER MARK D,Chief Technology Officer,Conversion of Exercise of derivative security at price 19.10 per share.,17500,334250.0,D
AMD,2025-06-12,VANDERSLICE ELIZABETH W,Director,Stock Gift at price 0.00 per share.,15859,0.0,I
AMD,2025-05-20,GUIDO PHILIP,Officer,Purchase at price 113.56 per share.,8800,999328.0,D
AMD,2025-05-15,PAPERMASTER MARK D,Chief Technology Officer,Sale at price 116.03 - 117.46 per share.,17500,2040276.0,D
QCOM,2026-08-12,PALKHIWALA AKASH J,Chief Operating Officer,Sale at price 161.77 - 165.34 per share.,2500,408143.0,D
QCOM,2026-08-03,ACE HEATHER S,Officer,Sale at price 147.04 per share.,3200,470528.0,I
QCOM,2026-07-14,PALKHIWALA AKASH J,Chief Operating Officer,Sale at price 178.27 - 189.42 per share.,2500,452030.0,D
QCOM,2026-06-30,MCLAUGHLIN MARK D,Director,Stock Award(Grant) at price 0.00 per share.,392,0.0,D
QCOM,2026-06-30,TRICOIRE JEAN-PASCAL,Director,Stock Award(Grant) at price 0.00 per share.,182,0.0,D
QCOM,2026-06-11,PALKHIWALA AKASH J,Chief Operating Officer,Sale at price 193.81 - 203.25 per share.,2500,493380.0,D
QCOM,2026-05-21,GRECH PATRICIA Y,Officer,Sale at price 201.77 per share.,829,167267.0,I
QCOM,2026-05-12,PALKHIWALA AKASH J,Chief Operating Officer,Sale at price 202.47 - 227.26 per share.,2500,529741.0,D
QCOM,2026-05-05,AMON CRISTIANO RENNO,Chief Executive Officer,Sale at price 185.00 per share.,10000,1850000.0,I
QCOM,2026-05-04,AMON CRISTIANO RENNO,Chief Executive Officer,Sale at price 180.00 per share.,10000,1800000.0,I
QCOM,2026-05-04,ACE HEATHER S,Officer,Sale at price 177.82 per share.,3200,569024.0,I
QCOM,2026-04-30,GRECH PATRICIA Y,Officer,Sale at price 172.00 per share.,192,33024.0,I
QCOM,2026-04-13,PALKHIWALA AKASH J,Chief Operating Officer,Sale at price 130.12 - 131.17 per share.,2500,325854.0,D
QCOM,2026-04-02,GRECH PATRICIA Y,Officer,Sale at price 125.50 per share.,85,10668.0,I
QCOM,2026-03-31,MCLAUGHLIN MARK D,Director,Stock Award(Grant) at price 0.00 per share.,538,0.0,D
QCOM,2026-03-31,TRICOIRE JEAN-PASCAL,Director,Stock Award(Grant) at price 0.00 per share.,262,0.0,D
QCOM,2026-03-17,MCLAUGHLIN MARK D,Director,Stock Award(Grant) at price 0.00 per share.,2563,0.0,D
QCOM,2026-03-17,HENDERSON JEFFREY WILLIAM,Director,Stock Award(Grant) at price 0.00 per share.,2563,0.0,D
QCOM,2026-03-17,MYERS MARIE ELIZABETH,Director,Stock Award(Grant) at price 0.00 per share.,2563,0.0,D
QCOM,2026-03-17,LIVERMORE ANN M,Director,Stock Award(Grant) at price 0.00 per share.,2563,0.0,D
QCOM,2026-03-17,ROSENFELD IRENE B,Director,Stock Award(Grant) at price 0.00 per share.,2563,0.0,D
QCOM,2026-03-17,FIELDS MARK F,Director,Stock Award(Grant) at price 0.00 per share.,2563,0.0,D
QCOM,2026-03-17,MILLER JAMIE S,Director,Stock Award(Grant) at price 0.00 per share.,2563,0.0,D
QCOM,2026-03-17,TRICOIRE JEAN-PASCAL,Director,Stock Award(Grant) at price 0.00 per share.,2563,0.0,D
QCOM,2026-03-17,ACEVEDO SYLVIA,Director,Stock Award(Grant) at price 0.00 per share.,2563,0.0,D
QCOM,2026-03-17,KOLTER JEREMY Z,Director,Stock Award(Grant) at price 0.00 per share.,2563,0.0,D
QCOM,2026-03-12,GRECH PATRICIA Y,Officer,Sale at price 133.50 per share.,581,77564.0,I
QCOM,2026-03-12,PALKHIWALA AKASH J,Chief Operating Officer,Sale at price 131.03 - 134.70 per share.,2500,330815.0,D
QCOM,2026-02-19,ACE HEATHER S,Officer,Stock Gift at price 0.00 per share.,26542,0.0,D
QCOM,2026-02-09,ACE HEATHER S,Officer,Sale at price 137.00 per share.,3200,438400.0,I
QCOM,2026-02-06,PALKHIWALA AKASH J,Chief Operating Officer,Sale at price 136.01 - 138.62 per share.,3333,458799.0,D
QCOM,2026-01-02,PALKHIWALA AKASH J,Chief Operating Officer,Sale at price 172.89 - 174.39 per share.,3333,577620.0,D
QCOM,2025-12-31,MCLAUGHLIN MARK D,Director,Stock Award(Grant) at price 0.00 per share.,401,0.0,D
QCOM,2025-12-31,YOUNG CHRISTOPHER DAVID,Director,Stock Award(Grant) at price 0.00 per share.,168,0.0,D
QCOM,2025-12-31,TRICOIRE JEAN-PASCAL,Director,Stock Award(Grant) at price 0.00 per share.,197,0.0,D
QCOM,2025-12-31,SMIT NEIL,Director,Stock Award(Grant) at price 0.00 per share.,168,0.0,D
QCOM,2025-12-19,PALKHIWALA AKASH J,Chief Operating Officer,Sale at price 174.36 - 177.01 per share.,12538,2197736.0,D
QCOM,2025-12-16,ROGERS ALEXANDER H,Officer,Sale at price 176.83 - 178.82 per share.,15917,2833331.0,D
QCOM,2025-12-16,CHAPLIN ANN C,General Counsel,Sale at price 177.51 - 179.00 per share.,7180,1278238.0,D
QCOM,2025-12-15,AMON CRISTIANO RENNO,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,70203,0.0,I
QCOM,2025-12-15,ACE HEATHER S,Officer,Stock Award(Grant) at price 0.00 per share.,11407,0.0,D
QCOM,2025-12-15,ROGERS ALEXANDER H,Officer,Stock Award(Grant) at price 0.00 per share.,21051,0.0,D
QCOM,2025-12-15,CHAPLIN ANN C,General Counsel,Stock Award(Grant) at price 0.00 per share.,14899,0.0,D
QCOM,2025-12-15,PALKHIWALA AKASH J,Chief Operating Officer,Stock Award(Grant) at price 0.00 per share.,24576,0.0,D
QCOM,2025-12-02,GRECH PATRICIA Y,Officer,Sale at price 170.00 per share.,203,34510.0,I
QCOM,2025-11-21,GRECH PATRICIA Y,Officer,Sale at price 160.95 per share.,513,82567.0,I
QCOM,2025-11-07,ACE HEATHER S,Officer,Sale at price 172.87 per share.,1600,276592.0,I
QCOM,2025-11-07,PALKHIWALA AKASH J,Chief Operating Officer,Sale at price 169.03 - 173.64 per share.,3333,567702.0,D
QCOM,2025-11-07,GRECH PATRICIA Y,Officer,Sale at price 172.87 per share.,203,35093.0,I
QCOM,2025-10-20,PALKHIWALA AKASH J,Chief Operating Officer,Sale at price 162.91 - 167.10 per share.,8335,1384142.0,D
QCOM,2025-10-01,AMON CRISTIANO RENNO,Chief Executive Officer,Sale at price 165.16 - 166.56 per share.,150000,24833983.0,I
QCOM,2025-09-30,MCLAUGHLIN MARK D,Director,Stock Award(Grant) at price 0.00 per share.,428,0.0,D
QCOM,2025-09-30,YOUNG CHRISTOPHER DAVID,Director,Stock Award(Grant) at price 0.00 per share.,172,0.0,D
QCOM,2025-09-30,TRICOIRE JEAN-PASCAL,Director,Stock Award(Grant) at price 0.00 per share.,202,0.0,D
QCOM,2025-09-30,SMIT NEIL,Director,Stock Award(Grant) at price 0.00 per share.,172,0.0,D
QCOM,2025-09-22,GRECH PATRICIA Y,Officer,Sale at price 170.00 per share.,201,34170.0,I
QCOM,2025-09-12,GRECH PATRICIA Y,Officer,Sale at price 161.42 per share.,273,44068.0,I
QCOM,2025-09-02,PALKHIWALA AKASH J,Chief Operating Officer,Sale at price 155.81 - 158.74 per share.,3333,522808.0,D
