ticker,as_of,insider,position,transaction,shares,value,ownership
NTAP,2026-05-18,DE LORENZO DANIEL,Officer,Sale at price 120.00 per share.,275,33000.0,D
NTAP,2026-05-14,CERNUDA REGO CESAR,President,Stock Award(Grant) at price 0.00 per share.,60164,0.0,D
NTAP,2026-05-14,JABRE WISSAM GEORGES,Chief Financial Officer,Stock Award(Grant) at price 0.00 per share.,38871,0.0,D
NTAP,2026-05-14,O'CALLAHAN ELIZABETH M,Officer,Stock Award(Grant) at price 0.00 per share.,22098,0.0,D
NTAP,2026-05-14,NAIR SYAM,Officer,Stock Award(Grant) at price 0.00 per share.,17139,0.0,D
NTAP,2026-05-14,KURIAN GEORGE,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,127087,0.0,D
NTAP,2026-05-11,O'CALLAHAN ELIZABETH M,Officer,Sale at price 117.73 per share.,1000,117730.0,D
NTAP,2026-04-10,O'CALLAHAN ELIZABETH M,Officer,Sale at price 96.25 per share.,1000,96250.0,D
NTAP,2026-03-10,O'CALLAHAN ELIZABETH M,Officer,Sale at price 100.67 per share.,1000,100670.0,D
NTAP,2026-02-17,DE LORENZO DANIEL,Officer,Sale at price 101.84 per share.,252,25664.0,D
NTAP,2026-02-10,O'CALLAHAN ELIZABETH M,Officer,Sale at price 103.45 per share.,1000,103450.0,D
NTAP,2026-01-12,O'CALLAHAN ELIZABETH M,Officer,Sale at price 105.49 per share.,1000,105490.0,D
NTAP,2025-12-10,O'CALLAHAN ELIZABETH M,Officer,Sale at price 117.37 per share.,1000,117370.0,D
NTAP,2025-12-01,DE LORENZO DANIEL,Officer,Sale at price 110.04 per share.,33,3631.0,D
NTAP,2025-11-17,DE LORENZO DANIEL,Officer,Sale at price 107.48 per share.,327,35146.0,D
NTAP,2025-11-10,O'CALLAHAN ELIZABETH M,Officer,Sale at price 114.29 per share.,1000,114290.0,D
NTAP,2025-10-10,O'CALLAHAN ELIZABETH M,Officer,Sale at price 119.00 per share.,1000,119000.0,D
NTAP,2025-09-25,DE LORENZO DANIEL,Officer,Sale at price 121.87 per share.,779,94937.0,D
NTAP,2025-09-17,KURIAN GEORGE,Chief Executive Officer,Sale at price 122.91 per share.,8750,1075462.0,D
NTAP,2025-09-10,O'CALLAHAN ELIZABETH M,Officer,Sale at price 123.67 per share.,1000,123670.0,D
NTAP,2025-08-29,NEVENS THOMAS MICHAEL,Director,Stock Gift at price 0.00 per share.,1530,0.0,I
NTAP,2025-08-18,KURIAN GEORGE,Chief Executive Officer,Sale at price 108.85 per share.,8500,925225.0,D
NTAP,2025-08-11,O'CALLAHAN ELIZABETH M,Officer,Sale at price 105.90 per share.,1000,105900.0,D
NTAP,2025-07-21,KURIAN GEORGE,Chief Executive Officer,Sale at price 108.08 per share.,8500,918680.0,D
NTAP,2025-07-10,O'CALLAHAN ELIZABETH M,Officer,Sale at price 106.84 per share.,1000,106840.0,D
NTAP,2025-06-16,KURIAN GEORGE,Chief Executive Officer,Sale at price 101.78 per share.,8500,865130.0,D
NTAP,2025-06-10,O'CALLAHAN ELIZABETH M,Officer,Sale at price 103.06 per share.,528,54416.0,D
NTAP,2025-06-03,DE LORENZO DANIEL,Officer,Sale at price 98.77 per share.,302,29829.0,D
NTAP,2025-05-19,KURIAN GEORGE,Chief Executive Officer,Sale at price 99.68 - 100.34 per share.,8500,850145.0,D
NTAP,2025-05-16,DE LORENZO DANIEL,Officer,Sale at price 99.98 per share.,326,32593.0,D
NTAP,2025-05-16,CERNUDA REGO CESAR,President,Stock Award(Grant) at price 0.00 per share.,59493,0.0,D
NTAP,2025-05-16,O'CALLAHAN ELIZABETH M,Officer,Stock Award(Grant) at price 0.00 per share.,20394,0.0,D
NTAP,2025-05-16,BHELA HARVINDER S,Officer,Stock Award(Grant) at price 0.00 per share.,46743,0.0,D
NTAP,2025-05-16,KURIAN GEORGE,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,112003,0.0,D
NTAP,2025-05-12,O'CALLAHAN ELIZABETH M,Officer,Sale at price 97.50 per share.,452,44070.0,D
NTAP,2025-04-21,KURIAN GEORGE,Chief Executive Officer,Sale at price 81.83 per share.,8500,695555.0,D
NTAP,2025-03-28,CERNUDA REGO CESAR,President,Sale at price 89.91 - 90.54 per share.,19696,1775523.0,D
NTAP,2025-03-28,GUSTAFSSON PER ANDERS,Director,Purchase at price 89.43 - 91.00 per share.,5524,499597.0,D
NTAP,2025-03-17,KURIAN GEORGE,Chief Executive Officer,Sale at price 92.48 - 92.87 per share.,8500,787277.0,D
NTAP,2025-03-10,O'CALLAHAN ELIZABETH M,Officer,Sale at price 92.58 per share.,528,48882.0,D
NTAP,2025-03-05,BERRY MICHAEL J,Chief Financial Officer,Sale at price 93.21 - 95.73 per share.,25000,2356290.0,I
NTAP,2025-02-19,DE LORENZO DANIEL,Officer,Sale at price 121.28 per share.,299,36263.0,D
NTAP,2025-02-18,KURIAN GEORGE,Chief Executive Officer,Sale at price 118.57 - 119.50 per share.,8500,1011854.0,D
NTAP,2025-02-10,O'CALLAHAN ELIZABETH M,Officer,Sale at price 120.75 per share.,452,54579.0,D
NTAP,2025-02-05,BERRY MICHAEL J,Chief Financial Officer,Sale at price 119.37 - 123.32 per share.,25000,3042221.0,I
NTAP,2025-01-21,KURIAN GEORGE,Chief Executive Officer,Sale at price 122.81 - 123.28 per share.,8500,1045777.0,D
NTAP,2025-01-10,O'CALLAHAN ELIZABETH M,Officer,Sale at price 116.79 per share.,451,52672.0,D
NTAP,2025-01-08,BERRY MICHAEL J,Chief Financial Officer,Sale at price 116.27 - 118.36 per share.,25000,2933461.0,I
NTAP,2024-12-30,CERNUDA REGO CESAR,President,Sale at price 114.99 per share.,22000,2529780.0,D
NTAP,2024-12-16,KURIAN GEORGE,Chief Executive Officer,Sale at price 123.24 - 124.80 per share.,8500,1056464.0,D
NTAP,2024-12-11,BERRY MICHAEL J,Chief Financial Officer,Sale at price 121.11 - 127.57 per share.,15000,1842407.0,I
NTAP,2024-12-10,O'CALLAHAN ELIZABETH M,Officer,Sale at price 127.41 per share.,770,98106.0,D
NTAP,2024-11-18,NEVENS THOMAS MICHAEL,Director,Sale at price 118.21 - 119.62 per share.,3333,397392.0,I
NTAP,2024-11-18,KURIAN GEORGE,Chief Executive Officer,Sale at price 117.44 - 118.35 per share.,8500,1002990.0,D
MSI,2026-08-07,MAHER KATHERINE A,Officer,Sale at price 468.22 - 470.04 per share.,1754,823980.0,D
MSI,2026-08-07,MAHER KATHERINE A,Officer,Conversion of Exercise of derivative security at price 265.18 - 414.12 per share.,1062,345219.0,D
MSI,2026-07-02,LASHIER MARK E.,Director,Stock Award(Grant) at price 422.66 per share.,66,27896.0,D
MSI,2026-05-18,NIEWIARA JAMES A.,General Counsel,Stock Gift at price 0.00 per share.,166,0.0,D
MSI,2026-05-18,TUCCI JOSEPH M,Director,Stock Award(Grant) at price 0.00 per share.,598,0.0,D
MSI,2026-05-18,DENMAN KENNETH D,Director,Stock Award(Grant) at price 0.00 per share.,598,0.0,D
MSI,2026-05-18,LEAV PETER A,Director,Stock Award(Grant) at price 0.00 per share.,598,0.0,D
MSI,2026-05-18,HOWARD AYANNA MACCALLA,Director,Stock Award(Grant) at price 0.00 per share.,598,0.0,D
MSI,2026-05-18,LASHIER MARK E.,Director,Stock Award(Grant) at price 0.00 per share.,598,0.0,D
MSI,2026-05-18,MANN ELIZABETH,Director,Stock Award(Grant) at price 0.00 per share.,598,0.0,D
MSI,2026-05-18,ANASENES NICOLE,Director,Stock Award(Grant) at price 0.00 per share.,598,0.0,D
MSI,2026-04-02,LASHIER MARK E.,Director,Stock Award(Grant) at price 438.96 per share.,63,27654.0,D
MSI,2026-04-02,MONDRE GREGORY K,Director,Stock Award(Grant) at price 438.96 per share.,63,27654.0,D
MSI,2026-03-12,LEAV PETER A,Director,Stock Award(Grant) at price 0.00 per share.,45,0.0,D
MSI,2026-03-12,MAHER KATHERINE A,Officer,Stock Award(Grant) at price 0.00 per share.,297,0.0,D
MSI,2026-03-04,BROWN GREGORY Q,Chief Executive Officer,Sale at price 476.28 - 478.83 per share.,28435,13590407.0,D
MSI,2026-03-04,BROWN GREGORY Q,Chief Executive Officer,Conversion of Exercise of derivative security at price 81.37 per share.,28435,2313756.0,D
MSI,2026-02-27,MOORE KATHRYN A,Officer,Sale at price 478.89 per share.,405,194252.0,D
MSI,2026-02-27,YAZDI CYNTHIA M.,Officer,Sale at price 479.30 per share.,7260,3479689.0,D
MSI,2026-02-27,WINKLER JASON J,Chief Financial Officer,Sale at price 477.94 - 478.48 per share.,8818,4217392.0,D
MSI,2026-02-27,WINKLER JASON J,Chief Financial Officer,Conversion of Exercise of derivative security at price 154.95 per share.,4727,732449.0,D
MSI,2026-02-27,YAZDI CYNTHIA M.,Officer,Conversion of Exercise of derivative security at price 222.30 per share.,7260,1613898.0,D
MSI,2026-02-26,YAZDI CYNTHIA M.,Chief Executive Officer,Sale at price 471.01 per share.,7000,3297052.0,D
MSI,2026-02-26,BROWN GREGORY Q,Chief Executive Officer,Sale at price 464.28 - 474.01 per share.,21600,10141980.0,I
MSI,2026-02-26,DENMAN KENNETH D,Director,Sale at price 470.12 per share.,434,204030.0,D
MSI,2026-02-26,YAZDI CYNTHIA M.,Chief Executive Officer,Conversion of Exercise of derivative security at price 222.30 per share.,7000,1556100.0,D
MSI,2026-02-25,BROWN GREGORY Q,Chief Executive Officer,Sale at price 464.17 - 474.02 per share.,21600,10141940.0,I
MSI,2026-02-25,BROWN GREGORY Q,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,43554,0.0,D
MSI,2026-02-25,NIEWIARA JAMES A.,General Counsel,Stock Award(Grant) at price 0.00 per share.,3519,0.0,D
MSI,2026-02-25,MOORE KATHRYN A,Officer,Stock Award(Grant) at price 0.00 per share.,934,0.0,D
MSI,2026-02-25,WINKLER JASON J,Chief Financial Officer,Stock Award(Grant) at price 0.00 per share.,8799,0.0,D
MSI,2026-02-25,MAHER KATHERINE A,Officer,Stock Award(Grant) at price 0.00 per share.,738,0.0,D
MSI,2026-02-25,MOLLOY JOHN P,Chief Operating Officer,Stock Award(Grant) at price 0.00 per share.,9567,0.0,D
MSI,2026-02-25,YAZDI CYNTHIA M.,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,3629,0.0,D
MSI,2026-02-25,NAIK RAJAN S.,Officer,Stock Award(Grant) at price 0.00 per share.,4399,0.0,D
MSI,2026-02-24,BROWN GREGORY Q,Chief Executive Officer,Sale at price 461.32 - 471.11 per share.,100000,46655544.0,D
MSI,2026-02-24,BROWN GREGORY Q,Chief Executive Officer,Conversion of Exercise of derivative security at price 71.22 per share.,100000,7122000.0,D
MSI,2025-12-31,LASHIER MARK E.,Director,Stock Award(Grant) at price 383.32 per share.,48,18399.0,D
MSI,2025-12-31,MONDRE GREGORY K,Director,Stock Award(Grant) at price 383.32 per share.,72,27599.0,D
MSI,2025-11-18,LASHIER MARK E.,Director,Stock Award(Grant) at price 0.00 per share.,275,0.0,D
MSI,2025-09-26,MONDRE GREGORY K,Director,Stock Award(Grant) at price 456.52 per share.,61,27848.0,D
MSI,2025-09-12,BROWN GREGORY Q,Chief Executive Officer,Sale at price 481.40 - 487.71 per share.,50000,24175046.0,D
MSI,2025-09-12,BROWN GREGORY Q,Chief Executive Officer,Conversion of Exercise of derivative security at price 71.22 per share.,50000,3561000.0,D
MSI,2025-09-11,NIEWIARA JAMES A.,General Counsel,Sale at price 485.43 per share.,1700,825228.0,D
MSI,2025-09-11,BROWN GREGORY Q,Chief Executive Officer,Sale at price 480.97 - 491.64 per share.,50000,24280398.0,D
MSI,2025-09-11,NIEWIARA JAMES A.,General Counsel,Conversion of Exercise of derivative security at price 139.49 - 179.21 per share.,1700,301162.0,D
MSI,2025-09-11,BROWN GREGORY Q,Chief Executive Officer,Conversion of Exercise of derivative security at price 71.22 per share.,50000,3561000.0,D
MSI,2025-09-08,NIEWIARA JAMES A.,General Counsel,Sale at price 477.16 per share.,900,429444.0,D
MSI,2025-09-08,NIEWIARA JAMES A.,General Counsel,Conversion of Exercise of derivative security at price 108.47 per share.,900,97623.0,D
MSI,2025-09-03,NAIK RAJAN S.,Officer,Sale at price 470.64 - 476.38 per share.,8013,3801984.0,D
MSI,2025-09-03,NAIK RAJAN S.,Officer,Conversion of Exercise of derivative security at price 91.55 per share.,3568,326650.0,D
MSI,2025-08-29,BROWN GREGORY Q,Chief Executive Officer,Sale at price 471.82 - 472.48 per share.,25000,11807552.0,D
MSI,2025-08-29,BROWN GREGORY Q,Chief Executive Officer,Conversion of Exercise of derivative security at price 71.22 per share.,25000,1780500.0,D
MSI,2025-08-21,MOLLOY JOHN P,Chief Operating Officer,Sale at price 462.02 - 462.53 per share.,37514,17345743.0,D
MSI,2025-08-21,MOLLOY JOHN P,Chief Operating Officer,Conversion of Exercise of derivative security at price 179.21 per share.,37514,6722884.0,D
MSI,2025-08-15,BROWN GREGORY Q,Chief Executive Officer,Stock Gift at price 0.00 per share.,10900,0.0,D
MSI,2025-08-15,BROWN GREGORY Q,Chief Executive Officer,Sale at price 457.76 - 467.42 per share.,100365,46417005.0,D/I
MSI,2025-08-14,BROWN GREGORY Q,Chief Executive Officer,Conversion of Exercise of derivative security at price 71.22 per share.,82765,5894523.0,D
MSI,2025-08-12,MAHER KATHERINE A,Officer,Sale at price 473.28 per share.,2682,1269337.0,D
MSI,2025-08-12,WINKLER JASON J,Chief Financial Officer,Sale at price 470.75 - 471.35 per share.,11462,5400961.0,D
GLW,2026-06-09,WEEKS WENDELL P.,Chief Executive Officer,Sale at price 186.46 per share.,100000,18646070.0,D
GLW,2026-06-09,WEEKS WENDELL P.,Chief Executive Officer,Conversion of Exercise of derivative security at price 27.03 per share.,100000,2703000.0,D
GLW,2026-05-22,AMIN JAYMIN,Chief Technology Officer,Sale at price 192.14 per share.,27395,5263637.0,D
GLW,2026-05-22,AMIN JAYMIN,Chief Technology Officer,Conversion of Exercise of derivative security at price 27.00 per share.,7917,213759.0,D
GLW,2026-05-15,NELSON AVERY H III,Chief Operating Officer,Sale at price 195.93 per share.,20000,3918600.0,D
GLW,2026-05-14,FANG LI,Officer,Conversion of Exercise of derivative security at price 19.65 per share.,8725,171446.0,D
GLW,2026-05-13,VERKLEEREN RONALD L,Officer,Sale at price 207.77 per share.,10000,2077708.0,D
GLW,2026-05-13,BECKER STEFAN,Officer,Stock Gift at price 0.00 per share.,126,0.0,D
GLW,2026-05-11,SEETHARAM SOUMYA,Chief Technology Officer,Sale at price 206.23 per share.,20000,4124646.0,D
GLW,2026-05-11,TILLMAN MICHAUNE D.,General Counsel,Sale at price 207.02 per share.,3260,674870.0,D
GLW,2026-05-11,ZHANG JOHN Z,Officer,Sale at price 198.34 per share.,10000,1983383.0,D
GLW,2026-05-08,GULLO MICHELLE L,Officer,Sale at price 189.03 per share.,5315,1004689.0,D
GLW,2026-05-08,BECKER STEFAN,Officer,Sale at price 188.08 per share.,21000,3949680.0,D
GLW,2026-05-08,STEVERSON LEWIS A,Officer,Sale at price 196.06 per share.,27750,5440593.0,D
GLW,2026-05-07,SCHLESINGER EDWARD A,Chief Financial Officer,Sale at price 186.08 per share.,22562,4198247.0,D
GLW,2026-05-06,ZHANG JOHN Z,Officer,Sale at price 184.67 per share.,15000,2769984.0,D
GLW,2026-02-13,GULLO MICHELLE L,Officer,Sale at price 131.11 - 135.83 per share.,631,82939.0,D/I
GLW,2026-02-12,ZHANG JOHN Z,Officer,Sale at price 133.75 per share.,1531,204765.0,D
GLW,2026-02-11,NELSON AVERY H III,Chief Operating Officer,Sale at price 128.74 per share.,1583,203800.0,D
GLW,2026-02-10,STEVERSON LEWIS A,Officer,Sale at price 130.22 per share.,15366,2000956.0,D
GLW,2026-02-09,KAMMERUD JORDANA DARYL,Officer,Sale at price 127.67 per share.,30000,3830019.0,D
GLW,2026-02-09,NELSON AVERY H III,Chief Operating Officer,Sale at price 129.79 per share.,6262,812722.0,D
GLW,2026-02-09,MUSSER ERIC S.,Retired,Sale at price 130.25 per share.,15000,1953711.0,D
GLW,2026-02-04,FANG LI,Officer,Sale at price 113.51 per share.,9797,1112077.0,D
GLW,2026-02-04,FANG LI,Officer,Conversion of Exercise of derivative security at price 18.67 - 20.89 per share.,9797,196856.0,D
GLW,2026-02-02,O'DAY MICHAEL PAUL,Officer,Sale at price 110.52 per share.,5051,558232.0,D
GLW,2026-02-02,MUSSER ERIC S.,Retired,Sale at price 110.00 per share.,25000,2750080.0,D
GLW,2026-01-29,GULLO MICHELLE L,Officer,Sale at price 102.40 per share.,44,4505.0,I
GLW,2026-01-29,SCHLESINGER EDWARD A,Chief Financial Officer,Sale at price 104.55 per share.,21104,2206326.0,D
GLW,2026-01-29,SCHLESINGER EDWARD A,Chief Financial Officer,Conversion of Exercise of derivative security at price 19.65 per share.,8925,175376.0,D
GLW,2025-12-19,VERKLEEREN RONALD L,Officer,Stock Gift at price 0.00 per share.,2000,0.0,D
GLW,2025-12-15,O'DAY MICHAEL PAUL,Officer,Stock Gift at price 0.00 per share.,1391,0.0,D
GLW,2025-12-10,SEETHARAM SOUMYA,Chief Technology Officer,Sale at price 90.78 per share.,16547,1502203.0,D
GLW,2025-12-10,VERKLEEREN RONALD L,Officer,Sale at price 94.69 per share.,21000,1988580.0,D
GLW,2025-12-04,WEEKS WENDELL P.,Chief Executive Officer,Stock Gift at price 0.00 per share.,24322,0.0,D
GLW,2025-12-03,SEETHARAM SOUMYA,Chief Technology Officer,Stock Award(Grant) at price 0.00 per share.,16756,0.0,D
GLW,2025-10-31,SCHLESINGER EDWARD A,Chief Financial Officer,Sale at price 91.25 per share.,20893,1906486.0,D
GLW,2025-10-31,STEVERSON LEWIS A,Officer,Sale at price 89.05 per share.,23142,2060765.0,D
GLW,2025-10-31,SCHLESINGER EDWARD A,Chief Financial Officer,Conversion of Exercise of derivative security at price 33.92 per share.,8844,299988.0,D
GLW,2025-10-30,AMIN JAYMIN,Chief Technology Officer,Stock Gift at price 0.00 per share.,2650,0.0,D
GLW,2025-10-29,BECKER STEFAN,Officer,Sale at price 91.28 per share.,12100,1104535.0,D
GLW,2025-10-29,MUSSER ERIC S.,Retired,Sale at price 90.17 per share.,100000,9017340.0,D
GLW,2025-09-17,AMIN JAYMIN,Chief Technology Officer,Sale at price 77.18 per share.,17721,1367698.0,D
GLW,2025-09-17,AMIN JAYMIN,Chief Technology Officer,Conversion of Exercise of derivative security at price 18.67 - 20.89 per share.,7931,159363.0,D
GLW,2025-09-15,WEEKS WENDELL P.,Chief Executive Officer,Stock Gift at price 0.00 per share.,40000,0.0,D
GLW,2025-09-04,MUSSER ERIC S.,President,Sale at price 70.23 per share.,20000,1404624.0,D
GLW,2025-09-04,WRIGHTON MARK S,Retired,Stock Gift at price 0.00 per share.,4467,0.0,D
GLW,2025-08-12,ZHANG JOHN Z,Officer,Sale at price 65.53 per share.,1212,79425.0,D
GLW,2025-08-11,MUSSER ERIC S.,President,Sale at price 65.31 per share.,18850,1231184.0,D
GLW,2025-08-11,MUSSER ERIC S.,President,Conversion of Exercise of derivative security at price 19.65 per share.,21997,370402.0,D
GLW,2025-08-07,MUSSER ERIC S.,President,Sale at price 65.88 per share.,20000,1317576.0,D
GLW,2025-08-07,WEEKS WENDELL P.,Chief Executive Officer,Sale at price 65.19 per share.,82103,5351933.0,D
GLW,2025-07-30,O'DAY MICHAEL PAUL,Officer,Sale at price 62.36 per share.,14879,927912.0,D
GLW,2025-07-30,SCHLESINGER EDWARD A,Chief Financial Officer,Sale at price 62.28 per share.,14082,877013.0,D
GLW,2025-07-30,NELSON AVERY H III,Chief Operating Officer,Sale at price 62.26 per share.,36240,2256357.0,D
GLW,2025-07-30,STEVERSON LEWIS A,Officer,Sale at price 62.22 per share.,16646,1035774.0,D
GLW,2025-07-30,NELSON AVERY H III,Chief Operating Officer,Conversion of Exercise of derivative security at price 27.00 - 27.03 per share.,21240,573817.0,D
GLW,2025-06-11,VERKLEEREN RONALD L,Officer,Sale at price 50.52 per share.,20000,1010406.0,D
GLW,2025-06-06,MUSSER ERIC S.,President,Sale at price 51.11 per share.,20000,1022284.0,D
GLW,2025-06-02,SCHLESINGER EDWARD A,Chief Financial Officer,Sale at price 49.85 per share.,4464,222534.0,D
COHR,2026-07-22,LUTHER SHERRI R,Chief Financial Officer,Sale at price 306.68 per share.,1000,306680.0,D
COHR,2026-05-12,LUTHER SHERRI R,Chief Financial Officer,Sale at price 372.96 per share.,2000,745920.0,D
COHR,2026-05-11,XIA HOWARD H,Director,Conversion of Exercise of derivative security at price 21.67 per share.,2000,43340.0,D
COHR,2026-05-11,XIA HOWARD H,Director,Sale at price 344.00 - 368.00 per share.,2000,709000.0,D
COHR,2026-04-22,LUTHER SHERRI R,Chief Financial Officer,Sale at price 351.00 per share.,2000,702000.0,D
COHR,2026-03-17,XIA HOWARD H,Director,Conversion of Exercise of derivative security at price 21.67 per share.,4240,91881.0,D
COHR,2026-03-17,XIA HOWARD H,Director,Sale at price 236.22 - 258.00 per share.,4240,1040943.0,D
COHR,2026-03-10,ENG JULIE SHERIDAN,Chief Technology Officer,Sale at price 258.18 per share.,1454,375394.0,D
COHR,2026-03-09,SKAGGS STEPHEN ANDREW,Director,Sale at price 243.13 per share.,3523,856550.0,D
COHR,2026-03-06,DIGIROLOMO ENRICO,Director,Conversion of Exercise of derivative security at price 235.72 per share.,1005,236899.0,D
COHR,2026-03-06,DIGIROLOMO ENRICO,Director,Stock Gift at price 0.00 per share.,1847,0.0,D
COHR,2026-03-06,DIGIROLOMO ENRICO,Director,Sale at price 241.50 per share.,3911,944506.0,D
COHR,2026-03-02,ENG JULIE SHERIDAN,Chief Technology Officer,Sale at price 291.42 per share.,2792,813646.0,D
COHR,2026-02-12,LUTHER SHERRI R,Chief Financial Officer,Sale at price 217.74 per share.,4000,870954.0,D
COHR,2026-02-11,DIGIROLOMO ENRICO,Director,Stock Award(Grant) at price 0.00 per share.,279,0.0,D
COHR,2026-02-11,HATTER PATRICIA,Director,Stock Award(Grant) at price 0.00 per share.,279,0.0,D
COHR,2026-02-11,NEAL-GRAVES LISA,Director,Stock Award(Grant) at price 0.00 per share.,279,0.0,D
COHR,2026-02-11,XIA HOWARD H,Director,Stock Award(Grant) at price 0.00 per share.,279,0.0,D
COHR,2026-02-11,DREYER MICHAEL L,Director,Stock Award(Grant) at price 0.00 per share.,279,0.0,D
COHR,2026-02-11,MOTLEY DAVID L,Director,Stock Award(Grant) at price 0.00 per share.,279,0.0,D
COHR,2026-02-11,PATRICK ELIZABETH,Director,Stock Award(Grant) at price 0.00 per share.,279,0.0,D
COHR,2026-02-11,STERLING MICHELLE MARIE M.D.,Director,Stock Award(Grant) at price 0.00 per share.,279,0.0,D
COHR,2026-02-11,SADASIVAM SHAKER,Director,Stock Award(Grant) at price 0.00 per share.,279,0.0,D
COHR,2026-02-11,SKAGGS STEPHEN ANDREW,Director,Stock Award(Grant) at price 0.00 per share.,279,0.0,D
COHR,2026-02-11,VIJ SANDEEP S,Director,Stock Award(Grant) at price 0.00 per share.,279,0.0,D
COHR,2026-02-11,CORASANTI JOSEPH J,Director,Stock Award(Grant) at price 0.00 per share.,279,0.0,D
COHR,2025-12-10,CORASANTI JOSEPH J,Director,Sale at price 196.74 per share.,15000,2951100.0,D
COHR,2025-12-03,STERLING MICHELLE MARIE M.D.,Director,Sale at price 164.51 per share.,2000,329022.0,D
COHR,2025-12-02,XIA HOWARD H,Director,Conversion of Exercise of derivative security at price 21.67 per share.,2000,43340.0,D
COHR,2025-12-02,XIA HOWARD H,Director,Sale at price 168.00 - 172.00 per share.,2000,340000.0,D
COHR,2025-12-01,MOCCIARO ILARIA,Officer,Sale at price 162.71 per share.,1377,224052.0,D
COHR,2025-11-28,XIA HOWARD H,Director,Conversion of Exercise of derivative security at price 21.67 per share.,1000,21670.0,D
COHR,2025-11-28,XIA HOWARD H,Director,Sale at price 158.36 per share.,1000,158360.0,D
COHR,2025-11-21,DIGIROLOMO ENRICO,Director,Sale at price 134.85 per share.,2831,381760.0,D
COHR,2025-11-20,SKAGGS STEPHEN ANDREW,Director,Sale at price 150.00 per share.,2000,300000.0,D
COHR,2025-11-14,DREYER MICHAEL L,Director,Sale at price 144.88 per share.,11570,1676204.0,D
COHR,2025-11-07,CORASANTI JOSEPH J,Director,Conversion of Exercise of derivative security at price 35.25 - 49.90 per share.,9720,401523.0,D
COHR,2025-11-07,"BAIN CAPITAL INVESTORS, L.L.C.",Beneficial Owner of more than 10% of a Class of Security,Sale at price 143.37 per share.,7500000,1075275000.0,I
COHR,2025-11-07,CORASANTI JOSEPH J,Director,Sale at price 151.25 per share.,9720,1470139.0,D
COHR,2025-11-06,BARBAROSSA GIOVANNI,Officer,Sale at price 160.00 per share.,60706,9712960.0,D
COHR,2025-10-29,BARBAROSSA GIOVANNI,Officer,Conversion of Exercise of derivative security at price 35.25 - 49.90 per share.,59480,2392329.0,D
COHR,2025-10-29,BARBAROSSA GIOVANNI,Officer,Sale at price 140.46 - 141.10 per share.,59480,8362173.0,D
COHR,2025-10-29,SKAGGS STEPHEN ANDREW,Director,Sale at price 140.00 per share.,2000,280000.0,D
COHR,2025-10-24,SKAGGS STEPHEN ANDREW,Director,Sale at price 130.00 per share.,2000,260000.0,D
COHR,2025-08-29,ENG JULIE SHERIDAN,Officer,Sale at price 90.36 - 93.54 per share.,7136,647051.0,D
COHR,2025-08-28,PAGLIUCA STEPHEN G,Director,Stock Award(Grant) at price 0.00 per share.,2272,0.0,D
COHR,2025-08-28,BEARD ROBERT P,Officer,Stock Award(Grant) at price 0.00 per share.,14453,0.0,D
COHR,2025-08-28,DIGIROLOMO ENRICO,Director,Stock Award(Grant) at price 0.00 per share.,2272,0.0,D
COHR,2025-08-28,HATTER PATRICIA,Director,Stock Award(Grant) at price 0.00 per share.,2272,0.0,D
COHR,2025-08-28,LUTHER SHERRI R,Officer,Stock Award(Grant) at price 0.00 per share.,15692,0.0,D
COHR,2025-08-28,NEAL-GRAVES LISA,Director,Stock Award(Grant) at price 0.00 per share.,2272,0.0,D
COHR,2025-08-28,XIA HOWARD H,Director,Stock Award(Grant) at price 0.00 per share.,2272,0.0,D
COHR,2025-08-28,DREYER MICHAEL L,Director,Stock Award(Grant) at price 0.00 per share.,2272,0.0,D
COHR,2025-08-28,MOTLEY DAVID L,Director,Stock Award(Grant) at price 0.00 per share.,2272,0.0,D
COHR,2025-08-28,PATRICK ELIZABETH,Director,Stock Award(Grant) at price 0.00 per share.,2272,0.0,D
COHR,2025-08-28,STERLING MICHELLE MARIE M.D.,Director,Stock Award(Grant) at price 0.00 per share.,2272,0.0,D
COHR,2025-08-28,ANDERSON JAMES ROBERT,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,68133,0.0,D
COHR,2025-08-28,ENG JULIE SHERIDAN,Officer,Stock Award(Grant) at price 0.00 per share.,18824,0.0,D
COHR,2025-08-28,MOCCIARO ILARIA,Officer,Stock Award(Grant) at price 0.00 per share.,4130,0.0,D
COHR,2025-08-28,BARBAROSSA GIOVANNI,Officer,Stock Award(Grant) at price 0.00 per share.,29877,0.0,D
LITE,2026-07-15,JOHNSON JULIA SUZANNE,Director,Stock Award(Grant) at price 0.00 per share.,108,0.0,D
LITE,2026-07-15,THAD TRENT,Director,Stock Award(Grant) at price 0.00 per share.,108,0.0,D
LITE,2026-07-15,SMALL IAN SEYMOUR,Director,Stock Award(Grant) at price 0.00 per share.,108,0.0,D
LITE,2026-07-15,FLETCHER PAMELA,Director,Stock Award(Grant) at price 0.00 per share.,108,0.0,D
LITE,2026-07-15,LILLIE BRIAN J,Director,Stock Award(Grant) at price 0.00 per share.,108,0.0,D
